index,detectedEmotion,emotion,emotionsList,lemmatisation,rate,resultOfDetecting,text,words,wordsAfterLemmatisation,wordsFound
366,positive,positive,"[kuchnia, wyśmienity, miejsce, restauracja, prywatny, ten, firmowy]","[można, czy, zawsze, obsługa, współpracować, gościa, być, chętnie, być, to, kuchnia, na, wyśmienity, świetnie, miejsce, bardzo, ponadto, jeśli, restauracja, się, zachwycić, rezerwacja, odwiedzać, prywatny, ten, widoki, chodzić, z, piękne, znów, o, liczyć, i, firmowy, nasi]",5.0,0.042857142857142864,"Kuchnia jest wyśmienita, piękne widoki, ponadto na obsługę można zawsze liczyć jeśli chodzi o rezerwacje prywatne czy firmowe. Świetnie się z tą restauracją współpracuje, nasi goście są zawsze zachwyceni i bardzo chętnie znów odwiedzają to miejsce :)",37.0,35.0,7.0
367,positive,positive,"[restauracja, dobry, koniec, kapitalny, kolacja, pyszny]","[widok, do, tu, oczekiwać, okazać, kelnerka, się, jeszcze, całkiem, trafić, restauracja, urzec, miąć, dobry, koniec, wrócić, a, kapitalny, niespodziewanie, jedzenie, najpierw, urocze, więcej, trudno, na, od, kolacja, namówić, następnie, pyszny, trochę]",5.0,0.012903225806451613,"Trochę niespodziewanie trafiłem do całkiem dobrej restauracji.
Najpierw urzekł mnie kapitalny widok, następnie urocza kelnerka namówiła na kolację a na koniec jedzenie okazało się pyszne.
Trudno więcej oczekiwać od restauracji.
Jeszcze tu wrócę.",33.0,31.0,6.0
368,positive,positive,"[świetny, miejsce, jedyny, profesjonalizm, świetny, pełny, wychodzić, znakomity, restauracja, pyszny, piękny, minus]","[maja, klimat, alkohol, świetny, obserwować, aż, miejsce, na, jedyny, chcieć, to, bardzo, profesjonalizm, polecać, mało, świetny, pełny, do, jedzenie, wychodzić, siedzieć, tworzyć, się, nie, deser, znakomity, restauracja, a, kawałek, pyszny, piękny, w, zewnątrz, kelner, drink, rzeka, minus]",4.0,0.19819819819819826,"Restauracja w świetnym miejscu siedząc na zewnątrz obserwujesz piękny kawałek Wrocławia a rzeka tworzy świetny klimat. Jedzenie pyszne, desery znakomite jedyny minus to do drinków - mają bardzo mało alkoholu.. Kelner - pełen profesjonalizm. Aż nie chciało się wychodzić.. Polecam",40.0,37.0,12.0
369,positive,positive,"[wejście, sam, profesjonalizm, godny, pełny, restauracja]","[wejście, sam, jedzenie, widać, od, bardzo, profesjonalizm, godny, kelner, pełny, dobre, restauracja, szczególnie, obsługa, polecenie]",5.0,0.2555555555555556,"Restauracja godna polecenia, od samego wejścia widać pełny profesjonalizm obsługi (szczególnie kelnerów), jedzenie bardzo dobre.",15.0,15.0,6.0
370,positive,positive,"[świeży, który, pyszny, miła, klient]","[obsługa, do, wszystko, świeży, zawsze, kucharz, nastawić, coś, który, nie, zmodyfikować, nigdy, pyszny, miła, moi, natrafić, z, kelner, i, ulubiony, we, na, mi, by, klient, danie, jednać, smakować, można, pozytywnie]",5.0,0.07222222222222223,"jedna z moich ulubionych we Wrocławiu. Zawsze wszystko świeże pyszne i miła obsługa. Nigdy nie natrafiła na danie, które by mi nie smakowała. Kelnerzy i kucharz pozytywnie nastawieni do klienta i można zawsze coś zmodyfikować",35.0,30.0,5.0
371,positive,positive,"[urokliwy, firmowy, wzgląd, kolega, ten, główny, wysoki, jaki, dobry, każdy, kolacja, piękny, pyszny]","[lokalizacja, z, urokliwy, firmowy, także, wzgląd, ocena, zdecydowanie, kolega, być, na, z, polecać, ten, główny, wysoki, danie, carpaccio, jaki, być, się, nie, dobry, dorada, widok, każdy, zawieść, i, oraz, jadło, kolacja, piękny, wino, w, pyszny]",5.0,0.20421768707483,"Byliśmy z kolegą w ""Przystani"" na firmową kolację bazujać na wysokich ocenach oraz urokliwej lokalizacji i zdecydowanie się nie zawiedliśmy. Carpaccio było najlepsze jakie jadłem w życiu,do tego pyszne wino (Pinotage) i dorada na danie główne. Polecam każdemu także ze względu na piękny widok szczególnie...Więcej",45.0,35.0,13.0
372,positive,positive,"[kreatywny, dobry, kuchnia, kuchnia, miejsce, ambitny]","[lokalizacja, do, czy, pewnik, sprzyjać, kreatywny, wysmakowany, dobór, a, być, dobry, kuchnia, konsumować, wina, to, i, na, od, kuchnia, spotkanie, miejsce, danie, siedzieć, idealnie, w, ambitny, kelner, z, po]",5.0,0.06666666666666668,"Hmm, poczawszy od lokalizacji i widokow, ktore urzekaja niewazne czy siedzisz w srodku czy na zewnatrz, po ambitna i kreatywna kuchnie. To miejsce jest pewnikiem dobrej i wysmakowanej kuchni, kelner pomoze w doborze wina idealnie pasujacego do konsumowanego dania, a nastroj sprzyja spotkaniom z przyjaciolmi...Więcej",45.0,29.0,6.0
373,positive,positive,"[wystrój, profesjonalny, elegancki, ładny, wysoki, świetny]","[jedzenie, wystrój, cena, profesjonalny, elegancki, deser, uniwersytet, widok, i, na, ładny, wysoki, bardzo, obsługa, dobre, świetny]",4.0,0.44419642857142855,Bardzo dobre jedzenie. Profesjonalna obsługa. Elegancki wystrój i ładny widok na uniwersytet. Świetny deser. Ceny wysokie.,16.0,16.0,6.0
374,positive,positive,"[okazja, miejsce, atmosfera, piękny, pyszny, specjalny, miła]","[okazja, tylko, nie, podać, pierwsza, ładnie, uniwersytet, widok, klasa, i, na, kelnerski, świetnie, bardzo, miejsce, danie, atmosfera, piękny, obsługa, pyszny, specjalny, miła]",5.0,0.15151515151515152,"Pyszne i ładnie podane dania. Bardzo miła atmosfera, piękny widok na Uniwersytet. Świetnie miejsce na specjalne okazje i nie tylko. Obsługa kelnerska pierwsza klasa!",24.0,22.0,7.0
375,positive,positive,"[prosty, bliźniaczy, restauracja, wykwintny, rozsądny, który, zły, niski]","[chyba, warto, tutaj, do, choć, zapłacić, ale, za, należeć, prosty, bliźniaczy, być, restauracja, nie, marina, wykwintny, rozsądny, cena, mieć, który, menu, zły, jakość, bardzo, niski]",5.0,0.004666666666666678,"Restauracja bliźniacza do Mariny, która ma bardziej wykwintne chyba menu. Tutaj jest prostsze, ale nie gorsze. Warto. Ceny rozsądne, choć do niskich nie należą... ale za jakość warto zapłacić.",29.0,25.0,8.0
376,positive,positive,"[okazja, każdy, restauracja, kuchnia, każdy, miła, atmosfera]","[warto, drogo, okazja, odra, dosyć, piękne, we, każdy, moja, ulubiony, restauracja, super, widok, por, kuchnia, na, o, dobra, położenie, rok, bardzo, każdy, relaksujący, obsługa, i, miła, atmosfera]",5.0,0.07407407407407407,Moja ulubiona restauracja we Wrocławiu o każdej porze roku i na każdą okazję. Bardzo dobra kuchnia! Dosyć drogo. Piękne położenie - relaksujący widok na Odrę. Super atmosfera. Bardzo miła obsługa. Warto...,31.0,27.0,7.0
377,positive,positive,"[butelka, główny, złoty, swój, smaczny, uśmiech, drogi]","[wszystko, wart, można, podać, brać, być, ładnie, butelka, szczególnie, główny, cena, chociaż, wyselekcjonować, polecać, złoty, posiłki, to, danie, tani, dobrze, bo, tanio, nie, ciemno, swój, smaczny, uśmiech, sałatka, wina, i, kosztować, wino, w, z, drogi]",4.0,0.12857142857142856,"Posiłki smaczne i ładnie podane, chociaż nie jest tanio. Butelka najtańszego wina kosztuje 100 zł, Sałatki 30-45 zł, Dania główne droższe. Wszystko warte swojej ceny, bo smaczne i podane z uśmiechem. Szczególnie polecam wino - dobrze wyselekcjonowane - można brać w ciemno. Polecam to miejsce...Więcej",45.0,35.0,7.0
378,positive,positive,"[wybitny, sympatyczny, szklanka, woda, restauracja, przyzwoity, wielki, cytryna]","[stoliczek, ustawić, klimat, reszta, wybitny, mięta, rzeka, sympatyczny, przyjemny, wskazywać, nad, na, umiejscowić, to, bardzo, jak, tworzyć, szklanka, nazwa, jedzenie, bo, mieć, nie, woda, powinny, restauracja, pojemność, obsługa, lemoniada, przyzwoity, i, wielki, w, cytryna, być, zewnątrz]",4.0,0.09722222222222222,"Jak nazwa wskazuje restauracja umiejscowiona nad rzeką. Stoliczki ustawione na zewnątrz tworzą bardzo przyjemny klimat, obsługa sympatyczna. Jedzenie przyzwoite - nie wybitne. Lemoniada powinna mieć większą pojemność, bo w szklance 0,2 wody było 0,1. Reszta to cytryna i mięta.",39.0,36.0,8.0
379,positive,positive,"[klimatycznie, profesjonalny, znakomity, pomocny, miła]","[jedzenie, lokalizacja, klimatycznie, podświetlić, ładnie, profesjonalny, znakomity, pomocny, wieczor, i, na, oraz, miła, bardzo, wino, obsługa, widok, z, uniwersytet, dobra, romantycznie]",5.0,0.3333333333333333,"Obsługa bardzo miła, pomocna i profesjonalna. Lokalizacja bardzo dobra z widokiem na uniwersytet, ktory bardzo ładnie widac wieczorem podświetlony, klimatycznie i romantycznie. Jedzenie oraz wino znakomite.",26.0,21.0,5.0
380,positive,positive,"[przyjazny, elegancki, miejsce, prosty, wysoki, który, pyszny, przyjaciel]","[obsługa, a, można, w, jedzenie, zarazem, się, moje, przyjazny, godne, bardzo, zrelaksować, elegancki, moi, zdecydowanie, i, niebanalnie, piękne, na, poziom, wyglądać, polecenie, miejsce, danie, prosty, danie, wysoki, który, pyszny, po, przyjaciel]",5.0,0.15399385560675882,"Eleganckie a zarazem przyjazne miejsce, w którym można się zrelaksować. Obsługa i jedzenie na bardzo wysokim poziomie, po prostu piękne i pyszne! Danie moje i dania moich przyjaciół wyglądały niebanalnie. Miejsce zdecydowanie godne polecenia!!!",34.0,31.0,8.0
381,positive,negative,"[dobry, prawdziwy, wołowina, ogromny, restauracja, ten, piękny, rozczarowanie, smak]","[racja, steak, ale, podać, że, być, regionalny, wczoraj, sceptyczny, dobry, przeczytać, prawdziwy, to, bardzo, wołowina, jak, ogromny, do, w, jedzenie, restauracja, owszem, przeżyć, centrum, ten, daleko, kojarzyć, i, piękny, rozczarowanie, stek, odstaj, mieć, być, widok, smak, z, artystycznie]",3.0,0.05000000000000001,"Kojarzyłam tą restaurację z najlepszymi stekami w centrum Wrocławia i z pięknym widokiem. Wczoraj przeżyłam ogromne rozczarowanie - jedzenie owszem artystycznie podane, ale do prawdziwego steaku to było daleko- byłam sceptyczna jak przeczytałam, że to regionalna wołowina i miałam racje - bardzo odstaje smakiem od...Więcej",45.0,38.0,9.0
382,positive,positive,"[woda, smaczny, pomocny]","[nad, i, woda, podać, smaczny, mila, pomocny, taras]",4.0,0.4166666666666666,Smaczne i ladnie podane jedzenie.Bardzo mila i pomocna obsluga.Przepieknie polozony taras nad woda..,13.0,8.0,3.0
383,negative,negative,"[przyszły, kuchnia, przyjęcie, główny, chłodny, doskonały, zły, cudowny, minuta]","[chyba, zapewniać, zamiast, lokalizacja, dużo, spowodować, też, przyszły, organizacja, kuchnia, na, przyjęcie, zresztą, główny, chłodny, danie, następna, dlatego, obsługa, najpierw, zamówienie, czekan, potem, przystawka, już, doskonały, i, zły, frekwencja, oba, że, cudowny, brak, minuta]",1.0,-0.003571428571428575,"Lokalizacja cudowna, zapewnia doskonałą frekwencję i chyba dlatego kuchnia już dużo gorsza. Obsługa zresztą też.
Najpierw czekanie na przyjęcie zamówienia, 20 minut.
Potem czekanie na dania 30 minut na przystawkę i następne 30
na główne. Brak organizacji spowodował, że oba dania przyszły chłodne zamiast ciepłych....Więcej",45.0,34.0,9.0
384,positive,positive,"[angielski, wystrój, elegancki, miejsce, fajny, miejsce, każdy, przepiękny, restauracja, ja, polot, znaczny]","[warto, wpaść, ale, angielski, wystrój, elegancki, tam, się, szczególnie, miejsce, cena, fajny, na, lubić, miejsce, bardzo, każdy, przepiękny, jedzenie, śniadanko, restauracja, ja, polot, znaczny, widok, por, i, o, w, dobre, z, uniwersytet]",5.0,0.2388392857142857,"Restauracja w przepięknym miejscu, widok na uniwersytet, wystrój - bardzo elegancki i z polotem. Jedzenie dobre o każdej porze ale ja lubię szczególnie sobie tam wpaść na śniadanko angielskie. Fajne miejsce, ceny znaczne ale warto",35.0,32.0,12.0
385,positive,positive,"[wrocławski, piękny, iluminacja, smaczny, profesjonalny, wykwintny, oko, ładny]","[można, kompozycja, obsługa, wrocławski, lokalizacja, przytłaczać, piękny, iluminacja, smaczny, profesjonalny, cieszyć, wykwintny, oko, talerz, odra, wieczor, i, na, bardzo, szybka, nadmiar, danie, ładny, nie, menu, widok, z, uniwersytet, potraw]",4.0,0.2614942528735632,"Bardzo ładna lokalizacja z widokiem na Odrę i Uniwersytet Wrocławski (wieczorem można cieszyć oko piękną iluminacją)
Bardzo szybka i profesjonalna obsługa. Menu nie przytłacza nadmiarem potraw. Smaczne dania. Wykwintna kompozycja na talerzu.",32.0,29.0,8.0
386,positive,positive,"[kolejny, który, osoba, prosty, restauracja, miła]","[kolejny, dużo, hotel, przy, tu, polecać, by, to, zupełnie, następna, zatrzymać, który, osoba, w, jedzenie, coś, była, blisko, prosty, wpaść, restauracja, pierwsze, zjeść, por, obiadowy, stolik, i, po, szybka, obsługa, się, przypadkowo, miła, zaskoczenie]",5.0,0.04411764705882353,"Wpadliśmy tu by coś zjeść w porze obiadowej, zupełnie przypadkowo. Po prostu restauracja była blisko hotelu w którym się zatrzymałem. Pierwsze zaskoczenie, dużo osób przy stolikach. Kolejne, miła i szybka obsługa. Następne to snaczne jedzenie. Polecam!!",36.0,34.0,6.0
387,neutral,positive,"[ten, par, dziecko, biznesmen, restauracja]","[wszystko, ten, jedzenie, i, par, dziecko, polecać, biznesmen, bardzo, rodzina, mila, dobre, z, oraz, restauracja]",4.0,0.0,"Polecam tą restauracje wszystkim. Parom, rodzinom z dziećmi oraz biznesmenom. Bardzo mila obsluga i dobre jedzenie.",16.0,15.0,5.0
388,positive,positive,"[odpowiedni, miejsce, czas, wyjście, ładny]","[warto, móc, być, zbliżać, pogoda, akurat, odpowiedni, ale, klimat, gwarantować, miejsce, wy, taras, przy, polecać, może, to, si, siedzieć, smacznie, czas, tym, we, w, tanio, nie, spontaniczny, wyjście, przyjemny, a, cosinus, i, piękno, pogoda, być, na, widok, ładny, z]",4.0,0.023504273504273504,"Wyjście było spontaniczne. We Wrocławiu piękna pogoda a akurat zbliżał sie czas luchu. W tym miejscu jest to cos, odpowiedni klimat a przy ładnej pogodzie możecie siedzieć na tarasie z przyjemnym widokiem. Warto i polecam! Może nie jest tanio ale smacznie to Wam gwarantuje :)",45.0,39.0,5.0
389,negative,positive,"[wystrój, górny, klimatycznie, włoski, pani, restauracja, główny, nic, profesjonalny, sam]","[wykończenie, ciekawie, wystrój, górny, klimatycznie, początek, włoski, chętnie, pani, restauracja, dodać, dla, zupa, być, sprawdzić, lubić, główny, bardzo, danie, przystawka, nic, ująć, ani, podziękowanie, półka, profesjonalny, musieć, sam, klimat, fajnie, i, zadowolić, od, usytuować, my, zaglądnąć, serwis]",5.0,-0.027027027027027032,"Klimatycznie i fajnie od samego początku. Restauracja bardzo ciekawie usytuowana. Wystrój i wykończenie górna półka 💪 Jedzenie...Nic dodać nic ująć. Lubisz włoskie klimaty musisz sprawdzić. My byliśmy bardzo zadowoleni 😀 Przystawki, zupa, danie główne, deser...górna półka. Serwis profesjonalny. Podziękowania dla Pani Ani. Chętnie zaglądniemy next...Więcej",45.0,37.0,10.0
390,positive,positive,"[ten, kolejny, dań, restauracja, estetyka, pewny]","[podczas, ten, kolejny, urzec, właśnie, zawitać, we, być, że, moja, miąć, lokal, dań, wizyta, oraz, wygląd, restauracja, estetyka, obsługa, w, tym, pewny]",5.0,0.009090909090909092,"Estetyka obsługi oraz wygląd dań w tej restauracji urzekły mnie. Jestem pewny, że podczas mojej kolejnej wizyty we Wrocławiu zawitam właśnie w tym lokalu.",24.0,22.0,6.0
391,positive,positive,"[rewelacyjny, wspaniały, miejsce, romantyczny, bieda, miejsce, rodzinny, wypad, cudownie, każdy, biznesowy, czas]","[musieć, czy, z, spędzić, być, żeby, rewelacyjny, być, wspaniały, pod, spotkanie, miejsce, dodać, dawać, romantyczny, na, bieda, dodać, miejsce, się, gwarancja, rodzinny, to, wypad, cudownie, tylko, względem, każdy, biznesowy, mega, więcej, od, w, czas]",5.0,0.012254901960784315,"Wspaniałe miejsce pod każdym względem na romantyczna kolację,na biznesowe spotkanie czy na rodzinny wypad miejsce daje 99% gwarancji ze spotkanie będzie mega udane.My musimy od siebie dodać tylko 1% żeby było super.Jak dodamy więcej biedzie to cudownie spędzony czas w rewelacyjnym miejscu 😍😊",43.0,34.0,12.0
392,positive,positive,"[ten, doskonały, cudowny, miejsce, restauracja, mąż, cudowny]","[alkohol, wybór, ten, przystań, miód, klimat, podniebienie, doskonały, cudowny, dla, wcześnie, i, pewno, na, dopasować, znowu, po, miejsce, obsługa, jedzenie, wrócić, doskonale, restauracja, marina, widok, tydzień, odwiedzić, mąż, cudowny, okno, w, wieczor, z]",5.0,0.11861471861471864,"Odwiedziliśmy z mężem restauracje Przystań po cudownym wieczorze tydzień wcześniej w Marinie. I znowu doskonały wybór, klimat miejsca obsługa, doskonale dopasowane alkohole jedzenie miód dla podniebienia i ten cudowny widok z okna, na pewno wrócimy 😘",36.0,33.0,7.0
393,positive,positive,"[wystrój, domowy, dobry, znajda, ładny, każdy]","[czy, cena, jedzenie, ryba, coś, wystrój, dobre, podać, ładnie, domowy, dobry, znajda, w, widoki, dla, i, piękne, ładny, każdy, to, bardzo, wino, sałatka, się, z]",4.0,0.05533333333333333,"Bardzo ładny wystrój, piękne widoki, dobre jedzenie i ładnie podane. Każdy coś dla siebie znajdzie czy to z ryb czy sałatek. Dobre domowe wino w dobrej cenie",27.0,25.0,6.0
394,positive,negative,"[ładny, wrocławski, ważny, wystrój, atrakcyjny, kuchnia, plus, restauracja, rozczarowanie, plus]","[chyba, ładny, co, wrocławski, ważny, wystrój, atrakcyjny, być, kończyć, położenie, nad, kuchnia, na, tu, plus, posiłki, to, bardzo, niestety, raczej, tym, się, restauracja, odra, a, z, więcej, i, rozczarowanie, smakowy, plus, w, widok, jednak, uniwersytet]",3.0,0.0071428571428571435,"To co na plus to ładny wystrój restauracji, bardzo atrakcyjne położenie nad Odrą z widokiem na Uniwersytet Wrocławski i ... na tym plusy niestety kończą się. W restauracji najważniejsza jest chyba jednak kuchnia... a tu smakowe rozczarowanie...
Posiłki w restauracji raczej "" z górnej półki""...Więcej",45.0,35.0,10.0
