detectedEmotion,emotion,lemmatisation,rate,resultOfDetecting,text,words,wordsAfterLemmatisation,wordsFound
neutral,positive,"[który, obraz, familijny, dobrze, ale, wciągnąć, ocena, nie, że, przyznać, miąć, jeść, szczególnie, jaka, stąd, oglądać, Wysoka, familijny, kina, może, wymoga, brać, i, bardzo, naprawdę, spełniać, jakoś, się]",6.0,0.0,"Kino familijne, które może nie wciągnęło mnie jakoś szczególnie, ale oglądało się naprawdę dobrze. Wysoka ocena, jaką przyznałem, bierze się stąd, że obraz spełnia wymogi kina familijnego i spełnia je bardzo dobrze.",32.0,28.0,1.0
positive,positive,"[maluch, do, najstarszy, zapewne, jako, się, doskonale, jednak, być, przedszkolak, propozycja, wytrawny, podstawówka, film, dań, ciepły, dla, zbyt, przyzwyczaić, i, dorosły, bardzo, wdzięczny, z, mdły, nieco]",6.0,0.052389277389277386,"Ten ciepły, wdzięczny film będzie zapewne nieco zbyt mdły dla dorosłych, przyzwyczajonych do bardziej wytrawnych dań. Sprawdzi się jednak doskonale jako propozycja dla najstarszych przedszkolaków i maluchów z podstawówki.",29.0,26.0,9.0
positive,negative,"[kino, ale, to, być, nie]",5.0,0.2,"Sympatyczne kino, ale ""Babe - świnka z klasą"" to nie jest.",11.0,5.0,1.0
negative,negative,"[wśród, kin, dla, animacja, propozycja, dziecko, nie, dawno, tandetny, w, widzieć, tak]",1.7,-0.16666666666666666,"""Chińszczyzna"" wśród animacji: dawno nie widziałem w kinie tak tandetnej propozycji dla dzieci.",13.0,12.0,3.0
negative,negative,"[wschodni, się, realizacja, skutecznie, skrzętnie, zgrzebny, straszyć, pochodzenie, i, stereotyp, ukrywać, o, swoje, chiński, w, podróbka, wpisywać]",1.0,-0.0784313725490196,Gładko wpisuje się w stereotyp o chińskiej podróbce: skrzętnie ukrywa swoje wschodnie pochodzenie i skutecznie straszy zgrzebną realizacją.,18.0,17.0,3.0
positive,positive,"[nieźle, i, się, dowcipny, wciągać, oglądać, pomysłowy, lekki]",7.5,0.125,"Całość ogląda się nieźle. Jest lekka, dowcipna, pomysłowa i wciągająca.",10.0,8.0,3.0
positive,positive,"[świetny, który, jako, się, my, wakacyjny, właśnie, produkcja, lekki, taka, na, zapewnić, godzina, rozrywka, dwa, sprawdzać]",7.5,0.1875,"Rewelacyjnie sprawdzają się właśnie jako taka lekka, wakacyjna produkcja, która zapewni nam świetną rozrywkę na dwie godziny.",17.0,16.0,6.0
positive,positive,"[kino, się, oglądać, chcieć]",7.5,0.25,Takie kino chce się oglądać.,5.0,4.0,1.0
positive,positive,"[który, urągać, morze, rozrywka, widz, nie, wakacyjny, pozytywny, okazja, udany, przy, inteligencja, lekki, mu, przysparzać, wrażenia]",7.5,0.25,"Wyjątkowo udany. Świetna, lekka wakacyjna rozrywka, która nie urąga inteligencji widza, przysparzając mu przy okazji morza pozytywnych wrażeń.",18.0,16.0,7.0
negative,positive,"[się, wspomnieć, oczekiwać, element, wraz, dialog, hit, materia, nic, dowcipny, typowy, świetny, więcej, i, dynamiczny, efekt, od, relaks, muzyka, tworzyć, letni, wysoce, obraz, z, specjalny, akcja, który]",7.0,-0.003086419753086417,"Niezłe efekty specjalne i świetna muzyka Theodore'a Shapiro wraz z wyżej wspomnianymi elementami obrazu, tworzą typową materię letniego hitu, od którego oczekuje się dynamicznej akcji, dowcipnych dialogów i relaksu. I niczego więcej.",32.0,27.0,11.0
positive,positive,"[wartki, połączenie, aktor, akcja, konsekwentny, reżyser, przemyślanin, zarówno, i, niezwykle, jak, w, przysłaniać, słabość, chwila, z, scenariusz]",7.0,0.019607843137254912,"Bardzo konsekwentny i przemyślany scenariusz w połączeniu z niezwykle wartką akcją przysłania chwile słabości, zarówno reżysera, jak i aktorów.",19.0,17.0,4.0
positive,positive,"[komedia, zabawny, i, z, się, lubić, dawać, plan, całkiem, postać, świetny, na, zgrabny, pierwszy]",7.0,0.30357142857142855,"Otrzymaliśmy całkiem zgrabną i zabawną komedię ze świetnymi, dającymi się lubić postaciami na pierwszym planie.",15.0,14.0,6.0
negative,positive,"[udany, choć, nic, wskazywać, nie, to, remake, na]",7.0,-0.25,"Niespodziewanie udany remake, choć nic na to nie wskazywało.",9.0,8.0,3.0
positive,positive,"[kinoman, czas, który, rozrywka, dobrze, sprawdzać, być, zwykły, zapychacz, kin, zabawa, nadmiar, kategoria, kasa, wolne, na, relaksujący, skok, to, naprawdę, w, niezobowiązujący, letni, się]",7.0,0.03125,"Nie jest zwykłym skokiem na kasę kinomanów, to zabawa kinem, relaksująca, letnia rozrywka, która w kategorii niezobowiązującego zapychacza nadmiaru wolnego czasu sprawdza się naprawdę dobrze.",25.0,24.0,7.0
negative,positive,"[do, można, w, teraz, się, świat, nie, bezkarnie, kazać, iść, inny, śmiać, seksowny, głupi, i, kina, blondynek, baba, być, niech, z, lękać, nowy, blondyn]",7.0,-0.04836309523809523,"Kiedyś można było bezkarnie śmiać się z głupich blondynek, teraz każą się śmiać z głupich, seksownych blondynów! Koniec świata. Wszyscy inni niech się nie lękają bab w nowych ""Pogromcach duchów"" i idą do kina!",34.0,24.0,6.0
negative,positive,"[a, typowy, zabawnie, się, duch, fabuła, nie, wyglądać, okazować, zapchajdziura]",6.7,-0.2,"Jest zabawnie, duchy wyglądają ""przerażająco"", a fabuła nie okazuje się typową zapchajdziurą.",12.0,10.0,3.0
positive,positive,"[efekt, czy, symbolika, w, czysta, rozrywka, się, bo, czas, nie, ukryć, intertekstualny, doszukiwać, taki, postać, feministyczny, pełny, dna, i, znajść, specjalny, tutaj, głębia, to, drugie, prześmiewczy, jej, intelektualny]",6.7,0.1488095238095238,"Jakie czasy, takie ""Ghostbusters"" - prześmiewcze, pełne efektów specjalnych, intertekstualne, feministyczne. Jest to rozrywka w czystej postaci i nie doszukujmy się tutaj drugiego dna, intelektualnej głębi czy ukrytej symboliki, bo jej nie znajdziemy.",33.0,28.0,7.0
neutral,positive,"[pozbawić, chociaż, przyjemny, który, nowa, komedia, wad, może, być, całkiem, początek, niezły, seria]",6.0,0.0,"Całkiem przyjemna, chociaż niepozbawiona wad, komedia, która może być całkiem niezłym początkiem nowej serii.",14.0,13.0,3.0
positive,positive,"[do, przeszłość, ale, twór, dla, zabawny, nowo, też, wymyślić, współczesny, świeży, zatem, oryginał, i, na, rynek, odbiorca, powrót]",6.0,0.08333333333333333,"Jest zatem ""Ghostbusters"" na rynku powrotów do przeszłości tworem świeżym i zabawnym. Szanującym oryginał, ale też i wymyślonym na nowo dla współczesnego odbiorcy.",23.0,18.0,6.0
negative,positive,"[do, od, minuta, nim, nowe, dobrze, bo, móc, nie, pięć, wyjście, film, i, kina, powstać, wnosić, o, zapominać, to, równie, temat, który, nic, się, z, po]",6.0,-0.11538461538461539,"Niestety, to film, który nie wnosi do tematu nic nowego i równie dobrze mógłby nie powstać, bo zapomina się o nim po pięciu minutach od wyjścia z kina.",28.0,26.0,5.0
negative,positive,"[wszystko, podskoczyć, choć, scena, można, rasowy, pośmiać, niczym, horror, postać, raz, film, wystraszyć, przeciętny, na, letni, chwila, bawić, niezły, który, pełny, dosłownie, się, bo, nie, historia, a, nawet, i, doskonale, fotel, gdzie, błąd, dobry, z, otwierać]",6.0,-0.018055555555555554,"Mimo wszystko niezły, choć pełen błędów, nie najlepszej historii i przeciętnych postaci letni blockbuster, na którym można się doskonale bawić, nie raz nawet pośmiać, a chwilami nawet wystraszyć, bo film otwiera scena niczym z rasowego horroru, gdzie dosłownie można podskoczyć na fotelu.",42.0,36.0,12.0
negative,positive,"[słaby, ten, przed, sens, maja, ale, być, oczywiście, poza, to, rozrywka, świeżość, film, wcale, wszystko, tym, nie, nieśmiesznie, lato, być, wakacyjny, a, przyzwoity, żenująco, i, od, bez, źle, być, stary, duch, z]",6.0,-0.010416666666666657,"Miało być źle, żenująco, nieśmiesznie i bez sensu, a wcale nie było. Nowi Pogromcy duchów oczywiście są słabsi od starych - przede wszystkim nie mają tej świeżości filmu z lat 80. - ale poza tym to przyzwoita wakacyjna rozrywka.",39.0,32.0,9.0
positive,positive,"[sporo, się, zainscenizować, przed, wszystko, z, tempo, scena, garść, dizajn, czwórka, dobry, nawzajem, i, na, fajny, tu, równe, żart, bohaterka, udany, naprawdę, duch, pozytyw, pomysł, sprawnie]",6.0,0.06794871794871794,"Znajdziemy tu naprawdę sporo pozytywów: sprawnie zainscenizowane sceny horrorowe, dobry pomysł na fluorescencyjno-psychodeliczny dizajn duchów, równe tempo, garść udanych żartów i - przede wszystkim - czwórkę fajnych, ""iskrzących"" ze sobą nawzajem bohaterek.",32.0,26.0,7.0
negative,negative,"[do, poprzez, zapamiętanie, porywać, pozostawiać, on, się, ani, nie, przypominanie, odwoływać, sil, seans, a, spora, mitologia, o, proponować, godne, obojętność, nic, oprócz, raczej, oryginalny, po, film, nudzić]",5.5,-0.12962962962962962,"Nie proponują nic godnego zapamiętania oprócz przypominania o sile oryginalnego filmu poprzez odwoływanie się do jego mitologii. Film ani nie porywa, ani nie nudzi, a po seansie pozostawia raczej sporą obojętność.",31.0,27.0,4.0
positive,negative,"[klasyczny, Parker, twór, za, współczesność, Ray, być, brakować, tak, zamian, na, tu, mówić, słowo, poprzedni, jak, efekt, nim, polowanie, się, duch, humor, wat, muzyczny, bit, zły, świeżość, również, i, klimat, więcej, o, który, otrzymywać, temat, pisać, pokochać, autorstwo]",5.0,0.07236842105263158,"Nie jest tworem tak złym, jak się o nim mówi i pisze. Niewątpliwie, brakuje tu humoru, klimatu i świeżości, za które pokochaliśmy poprzednie polowania na duchy. Brakuje również klasycznego tematu muzycznego autorstwa Raya Parkera. W zamian otrzymujemy więcej bitów, więcej efektów - słowem więcej współczesności.",45.0,38.0,13.0
negative,negative,"[razem, tym, wielki, przebój, wydanie, kobiecy, w, remake, lato]",5.0,-0.0925925925925926,Znośny remake wielkiego przeboju lat 80. - tym razem w kobiecym wydaniu.,12.0,9.0,5.0
neutral,negative,"[do, być, i, chcieć, Wola, oba, nie, który, być, część, z, oryginał, film, wracać]",5.0,0.0,"To nie jest film, do którego będę chciał wracać. Wolę obie części oryginału z Murray'em i Aykroydem.",17.0,14.0,1.0
neutral,negative,"[końcowy, przyzwoity, nic, się, ale, duch, nie, też, śmigać, ekran, szybko, napis, więcej, i, rozrywka, równie, ulatniać, jak, Paul, wakacyjny, stworzyć, udać, po, nużyć]",5.0,0.0,"Paulowi Feigowi udało się stworzyć przyzwoitą wakacyjną rozrywkę, ale też i nic więcej. Seans nie nuży, ale po napisach końcowych ulatnia się równie szybko, jak śmigające po ekranie duchy.",29.0,24.0,5.0
negative,negative,"[tym, boleć, w, ciekawie, miał, główny, cokolwiek, ale, za, dużo, nie, spędzić, też, film, dobry, słaby, te, wątek, słaby, tekst, przejmować, godzina, czuja, się, mało, akcja]",4.7,-0.06666666666666667,"Nie bolało, ale nie czuję też, abym ciekawie spędził te 2 godziny. Za dużo w tym filmie słabych tekstów, za mało dobrej akcji, za mało Hemswortha, za słaby główny wątek, abym miał się czymkolwiek przejmować.",35.0,26.0,5.0
positive,negative,"[dobry, efekt, nie, nakręcić, wystarczyć, specjalny, by, film]",4.0,0.15833333333333333,"Niezłe efekty specjalne nie wystarczą, by nakręcić dobry film.",9.0,8.0,3.0
neutral,negative,"[przyjemny, co, film, znośny, i, komedia, ten, połączenie, być, w, kultowy, stać, się]",4.0,0.0,"Mało przyjemne połączenie tego, co było znośne w komediach Feiga i tego, co stało się kultowe w filmie Reitmana.",19.0,13.0,3.0
negative,negative,"[naprawdę, kasa, wydawać, i, na, słaby, szkoda]",3.0,-0.47619047619047616,Jest naprawdę słaby i szkoda wydawać kasy na bilety/płytę.,9.0,7.0,2.0
negative,negative,"[gorzeć, kiepsko, ale, być, bardzo, że, być, prosty, po, jeszcze]",3.0,-0.1,"Myślałem, że będzie jeszcze gorzej, ale jest po prostu bardzo kiepsko.",11.0,10.0,1.0
negative,negative,"[dla, nastrój, landrynkowy, i, dziecko, w, genialny, swoje, film]",3.0,-0.1111111111111111,Zły film i genialny w swoim landrynkowym nastroju dla dzieci.,10.0,9.0,3.0
negative,negative,"[nieświeży, do, stara, nieprzekonujący, nowa, się, wersja, własne, towar, niewolniczo, charakter, kolejny, formuła, poddany, liftingowy, pozbawić, przywiązany]",3.0,-0.014705882352941176,"Okazuje się nieświeżym towarem poddanym nieprzekonującemu liftingowi - kolejną nową wersją niewolniczo przywiązaną do starej formuły, pozbawioną własnego charakteru.",19.0,17.0,8.0
positive,negative,"[rozrywka, frajda, inkarnacja, próbować, oferować, nieudolnie, bohater, humor, oryginał, kalkować, niepotrzebny, który, pozbawić, jaka, i, nowa, nikt, chemia, między]",2.0,0.087719298245614,"Absolutnie nikomu niepotrzebny, pozbawiony humoru, rozrywki, chemii między bohaterami i frajdy, jaką oferował oryginał, który nowa inkarnacja nieudolnie próbuje kalkować.",20.0,19.0,8.0
negative,negative,"[przygrywka, dla, katastrofa, staje, się, tylko, gag, zabawny, mało]",2.0,-0.1111111111111111,Fabularna katastrofa staje się tylko przygrywką dla mało zabawnych gagów.,10.0,9.0,2.0
positive,negative,"[do, kultowy, muzyczny, Dana, błyskotliwy, się, starać, zasłona, Chris, jakiś, lepiej, milczenie, film, sekunda, kilka, motyw, znaleźć, i, na, spuścić, zresztą, niewątpliwie, rola, on, cały, ekran, zaleta, reszta, duch, nowy, jak]",2.0,0.06605222734254994,"Bardzo starałem się znaleźć jakieś zalety nowych Pogromców duchów. Należą do nich niewątpliwie kultowy motyw muzyczny, rola Chrisa Hemswortha i błyskotliwe kilka sekund Dana Aykroyda na ekranie. Na resztę - jak i na cały film zresztą - lepiej spuścić zasłonę milczenia.",41.0,31.0,10.0
positive,negative,"[świadczyć, fakt, jakość, puścić, ten, przed, że, film, seans, dobry, niech, być, trailer, część]",1.0,0.06666666666666667,"O jakości tego filmu niech świadczy fakt, że najlepszą częścią tego seansu był trailer ""Suicide Squad"" puszczony przed Pogromcami.",19.0,14.0,4.0
positive,positive,"[spełnić, kino, niezależny]",8.3,1.0,Całkowicie spełnione niezależne kino.,4.0,3.0,2.0
negative,positive,"[niedojrzały, gorzka, podejmować, o, pokolenie, opowiedzieć, komedia, zagubiony, decyzja, unikać]",8.3,-0.2666666666666667,"Zgrabnie opowiedziana, gorzka komedia o pokoleniu 30-latków - zagubionych, niedojrzałych, unikających podejmowania decyzji.",13.0,10.0,3.0
negative,positive,"[warto, razem, czy, co, staja, ważny, życie, o, trzydziestolatek, małżeństwo, film, niedojrzały, dalej, iść, pytanie, i, przez, stylowy, przed, bezkompromisowy, który]",8.3,-0.01587301587301587,"Bezpretensjonalny, stylowy, i co najważniejsze, bezkompromisowy film o niedojrzałym małżeństwie trzydziestolatków, którzy stają przed pytaniem czy warto dalej iść razem przez życie.",22.0,21.0,5.0
positive,positive,"[debiut, reżyserski, wszelki, klimat, nie, trzydziestolatka, opowiadać, historia, polskie, pozostawać, niedociągnięcie, kino, pogubić, wad, młode, o, bez, wynagradzać, wiarygodny]",8.0,0.10526315789473684,"Świetne, młode polskie kino opowiadające o pogubionych trzydziestolatkach. Choć debiut reżyserski nie pozostaje bez wad, wiarygodny klimat historii wynagradza wszelkie niedociągnięcia.",21.0,19.0,7.0
negative,positive,"[podglądać, który, czy, głęboki, rozmowy, rejestrować, scena, zrezygnować, bohater, urzec, on, miąć, postać, lekkomyślność, emocjonalność, sentymentalny, codzienny, psychologizacja, mieć, i, romantyczny, tu, przez, zachowanie, naiwność, przenikać, z, dziecięcy, nadmierny]",8.0,-0.14655172413793102,"Bardzo mnie urzekł. Reżyser zrezygnował z nadmiernej emocjonalności i głębokiej psychologizacji postaci. Nie ma tu sentymentalnych czy romantycznych scen. Kamera, podglądając bohaterów, rejestruje ich codzienne zachowanie i rozmowy, przez które przenika dziecięca naiwność i lekkomyślność.",35.0,29.0,13.0
positive,positive,"[ten, świat, ani, komedia, też, go, portret, ludzie, współczesny, wielbiciel, świat, werystyczny, kina, współczesny, romantyczny, widzieć, akcja, polski, polecić, dokładnie, który]",8.0,0.011904761904761904,"Nie poleciłbym go wielbicielom kina akcji, ani też współczesnych, polskich komedii romantycznych. To werystyczny portret współczesnego świata ludzi, którzy ten świat widzą najdokładniej.",23.0,21.0,12.0
positive,positive,"[solidny, do, zapewnić, ale, także, filmowy, postać, film, pewne, pełnokrwisty, przeciętny, bohater, miejsce, na, główny, polski, jak, tryb, życie, tylko, dobry, należeć, nie, warsztat, innowacyjny, ten, wśród, fabularny, i, produkcja, rok, pomysł, przedstawienie]",8.0,0.2606060606060606,"Zarówno film, jak i główny bohater - do przeciętnych nie należą. Nie tylko innowacyjny pomysł na przedstawienie gamingowego trybu życia, ale także solidny warsztat fabularny i pełnokrwiste postaci zapewniły filmowi pewne miejsce wśród najlepszych polskich produkcji tego roku.",38.0,33.0,15.0
positive,positive,"[bo, w, perła, kinematografia, to, polski, wyjątkowy, gorąco]",8.0,0.375,"Polecam gorąco, bo w kinematografii polskiej to wyjątkowa perła.",9.0,8.0,4.0
positive,positive,"[młody, kompleks, dzisiejszy, obraz, odmalować, wiarygodny]",8.0,0.16666666666666666,Reżyser odmalował wiarygodny obraz dzisiejszych kompleksów młodych.,7.0,6.0,3.0
