detectedEmotion,emotion,lemmatisation,rate,text,words,wordsAfterLemmatisation,wordsFound
negative,positive,"[prosty, bardzo, zastanawiać, się, tylko, iść, obejrzeć, ciosać, cieszyć, ciesać, się, natura, spostrzegawczy, krytyczny, czepić, się, trzy, szczegół, ale, po, obejrzeć, całość, mama, mieć, mamić, to, ten, wiek, nosio, nos, on, nie, być, dobry, polski, tylko, film, on, nie, wyświetlić, wiek, Alo, Ali, Al, Ala, móc, może, na, święta, święto, święty, być, DVD]",9.0,"Po prostu bardzo dobry. Warto.                        Nie zastanawiajcie się tylko idźcie, obejrzyjcie i cieszcie się filmem. Jestem z natury spostrzegawczy i krytyczny (czepiłbym się trzech szczegółów - ale po obejrzeniu całości mam to w nosie). Dawno nie było dobrej polskiej komedii.Żałuję tylko, ze film nie wyświetlono w grudniu. Ale może na święta będzie DVD :)              ",54.0,53.0,15.0
positive,positive,"[polecać, zaskakująco, niezły, polski, film, wzruszyć, się, on, nie, wzruszyć, jednak, moment, cały, sala, ryczeć, śmiech, moment, czas, zaskakujący, zaskakiwać, dobre, dobry, dialog, dobry, na, relaksacyjny, wieczór, potwierdzać, teoria, że, młody, Stuhr, on, nie, grywać, wiek, gniot]",9.0,"polecam                         zaskakująco niezły polski film, wzruszyć się nie wzruszyłam, jednak momentami cała sala ryczała ze śmiechu, momenty czasem zaskakujące i dobre dialogi, dobry  na relaksacyjny wieczór i potwierdza teorię że młody Stuhr nie grywa w gniotach :)              ",37.0,37.0,11.0
positive,positive,"[fajny, film, młody, młodsza, część, widownia, prawdopodobnie, on, nie, być, taka, tak, zauroczyć, film, jak, jaka, stary, starszy, bardzo, doświadczyć, doświadczony, życiowo, widz, ale, taka, tak, być, to, ten, film, wart, warta, polecenie, polecić, polecieć, my, znajść, znajda, znaleźć, wiek, tym, ten, to, film, odbicie, odbić, częsty, część, się, lub, lubić, swój, rodzina, on, nie, być, Polski, film, który, dobrze, się, oglądać, który, pozostawiać, przyjemny, uczucie, uczuć, po, wyjście, wyjść]",9.0,"Bardzo fajny film                        Może młodsza część widowni prawdopodobnie nie będzie tak zauroczona filmem jak starsi i bardziej doświadczeni życiowo widzowie, ale i tak jest to film warty polecenia każdemu. Większość z nas znajdzie w tym filmie odbicie części siebie lub swojej rodziny :)Dawno nie było Polskiego filmu, który dobrze się ogląda i który pozostawia przyjemne uczucie po wyjściu z kina.              ",60.0,70.0,15.0
negative,positive,"[już, inny, wspominać, nareszcie, jakiś, film, różnić, się, coś, oda, od, pozostały, polskie, polski, we, wszystek, wszystko, wszyscy, być, nastrój, nastroić, pozostawać, po, film]",9.0,"Świetny film.                        Jak już inni wspominali, nareszcie jakiś film różniący się czymś od pozostałych polskich komedii. Najlepszy we wszystkim był nastrój pozostający po filmie :)              ",25.0,24.0,5.0
positive,positive,"[oda, od, długi, czas, śmieszny, ale, on, nie, slapstickowy, ciepły, ciepło, ale, on, nie, ckliwy, naprawdę, dobro, dobra, dobry, światło, każdy, widz, niby, się, uśmiechać, ale, ukradkiem, ukradek, ocierać, łezka, wiek, oko, mieć, miał, postanowić, postanowienie, chociażby, zastanowić, zastanowienie, si, nad]",9.0,"Polecam!                        Pierwsza od długiego czasu śmieszna ale nie slapstickowa, ciepła ale nie tadnetnie ckliwa naprawdę dobra komedia.W poseansowym świetle każdy z widzów niby się uśmiechał ale ukradkiem ocierał łezkę, a w oczach miał postanowienie chociażby zastanowienia sie nad soba.              ",39.0,41.0,14.0
negative,positive,"[wiek, film, być, mi, ja, najbardziej, podobać, si, grać, gra, dzieciak, Karolak, wszystek, wszystko, wszyscy, świetny, film]",10.0,Dzieciaki w filmie                        Film był świetny.Ale mi najbardziej podobała sie gra dzieciaków ( i Karolaka ). Polecam wszystkim .świetny film :)              ,21.0,17.0,6.0
positive,positive,"[ciepły, ciepło, przyjemny, komedia, Sam, faworytka, polskie, polski, komedia, on, nie, być, ale, ten, film, to, ten, całkowity, arcydzieło]",10.0,"REWELACJA!                        Zabawna, ciepła i przyjemna komedia! Sama faworytką polskich komedii nie jestem ale ten film to całkowite arcydzieło!              ",18.0,19.0,9.0
negative,positive,"[pozytywnie, zaskoczyć, film, okazja, obejrzeć, przedpremierowy, pokaz, jak, jaka, zawsze, omijać, polskie, polski, film, zwłaszcza, komedia, szeroki, łuk, to, ten, wiek, tym, ten, to, przypadek, być, na]",8.0,Jestem pozytywnie zaskoczony filmem                        Miałem okazję obejrzeć przedpremierowy pokaz i jak zawsze omijam polskie filmy a zwłaszcza komedie szerokim łukiem to w tym przypadku jestem na tak.              ,27.0,27.0,9.0
positive,positive,"[Warta, spodziewać, się, rewelacja, ani, to, ten, że, film, być, rówień, równie, równia, dobry, jak, jaka, swoić, swój, pierwowzór, ale, mama, mieć, mamić, nadziać, nadzieja, że, być, całkiem, około, oko, przed, wszystek, wszystko, wszyscy, mój, mieć, świąteczny, klimat, podczas, seans, on, nie, brać, człowiek, wściekłość, że, wyrzucić, wiek, błoto, te, ten, ty, złoty, sądzić, pewno, dużo, osoba, już, być, choć, premier, premiera, dopiero, dzisiaj]",7.0,"Warto?                        Nie spodziewam się rewelacji ani tego, że film będzie równie dobry jak swój pierwowzór - 'To właśnie miłość', ale mam nadzieję, że jest całkiem ok, przede wszystkim ma świąteczny klimat i podczas seansu nie bierze człowieka wściekłość, że wyrzucił w błoto te 15 zł :) Co sądzicie? Na pewno dużo osób już było, choć premiera dopiero dzisiaj :)              ",59.0,64.0,17.0
positive,positive,"[właśnie, miłość, po, polskie, polski, tenże, też, złudzić, złudzenie, optyczny]",9.0,hmm To właśnie miłość po polskiemu??                        Czy też złudzenie optyczne??              ,10.0,10.0,4.0
positive,negative,"[wiek, listopad, czyli, jak, jaka, to, ten, wybrać, się, na, film, ojciec, ocean, mikołaj, przywdziewać, kotylion, wybrać, się, wiek, na, film, ojciec, ocean, rok, zaskakiwać, ja, miąć, że, ozdoba, świąteczny, już, wiek, listopad, pojawiać, się, na, deptak, taka, tak, ukochana, ukochany, ukochać, przez, my, szamać, szama, tym, ten, to, rok, producent, filmowy, film, pójść, jeszcze, dalej, daleko, oferować, my]",3.0,"x-mas time w listopadzie czyli jak to wybrałem się na film o mikołaju                        Zamiast przywdziewać kotyliony wybierzemy się w Święto Niepodległości na film o Bożym Narodzeniu! Ostatnimi laty zaskakiwało mnie, że ozdoby świąteczne już w listopadzie pojawiają się na deptakach tak ukochanych przez nas supermarketów...przepra szam Centrów Handlowych.W tym roku producenci filmowi poszli jeszcze dalej i oferują nam słuchanie ...              ",59.0,59.0,13.0
positive,positive,"[zastanawiać, się, zastanawiać, czy, pójście, pójść, do, kino, kin, kina, na, ten, Polski, komedia, być, do, kit, ale, do, ten, coś, ja, miąć, Tylka, dlaczego, znowu, Karolak, on, się, już, wszystek, wszystko, wszyscy, ja, rozumieć, że, uciekać, oda, od, wizerunek, papież, ale, bez, beza, brać, bracić, coś, bardzo, ambitny, stać, go, on, na, on, nie, widzieć, jakoś, po, metr, oficer]",7.0,"zastanawiam się...                        Właśnie się zastanawiam czy pójść do kina na ten film... Polskie komedie są do kitu, ale do tej coś mnie ciągnie... Tylko dlaczego znowu Karolak i adamczyk-o zgrozo- oni się już wszystkim przejedli. ja rozumiem, że adamczyk ucieka od wizerunku papieża ale bez przesady. Powinien brać coś bardziej ambitniejszego, stać go na to...Dawno nie widziany małaszyński( jakoś po magdzie m i oficerze mam ...              ",65.0,60.0,12.0
negative,positive,"[on, nie, mój, mieć, żenada, na, polski, komedia, romantyczny, zasługiwać, na, mocny, do, obecna, obecny, ale, on, nie, rażący, razić, głównia, głównie, obecna, obecny, ale, nieunikniony, wiek, świąteczny, film, ojciec, ocean]",7.0,"Uwaga - nie ma żenady!                        Po przedpremierze.Jak na polską komedię romantyczną zasługuje na mocne ""niezły"".Nawiązania do Love actually - obecne, ale nie rażące - głównie muzyczne.Cukierkizacja - obecna, ale nieunikniona w świątecznym filmie o miłości.              ",35.0,31.0,13.0
positive,positive,"[fajny, film, na, pokaz, przedpremierowy, polecać, warto, warta]",7.0,Bardzo fajny film!                        Byłam na pokazie przedpremierowym i polecam :) warto zobaczyć.              ,12.0,8.0,2.0
positive,positive,"[polecać, wczoraj, na, tym, ten, to, film, wiek, Rzeszów, na, pokaz, trochę, trocha, sceptyczny, doświadczyć, doświadczony, ostatnie, ostatni, polskie, polski, bardzo, pozytywnie, ja, miąć, Ciepła, wzruszający, wzruszać, zabawny, na, szczęście, dowcip, na, poziom, dobrze, wpasować, super, obsada, zwłaszcza, na, Święta]",7.0,"Byłam, polecam :)                        Byłam wczoraj na tym filmie w Rzeszowie, na pokazie przedpremierowym. Byłam trochę sceptyczna, doświadczona ostatnimi polskimi realizacjami. Film bardzo pozytywnie mnie zaskoczył. Ciepły, wzruszający, zabawny (na szczęście dowcipy na poziomie, dobrze wpasowane). No i super obsada! Polecam zwłaszcza na Święta :)              ",44.0,40.0,9.0
negative,positive,"[tylko, on, nie, to, ten, mama, mieć, mamić, nadziać, nadzieja, to, ten, on, nie, HyperText Transfer Protocol]",8.0,"tylko nie to                        mam nadzieje, ze to nie bedzie podrobka http://www.filmweb.pl/To.Wlasn ie.Milosc. Love Actually mi sie podobal, oby tylko polacy nie poszli na latwizne i nie zerżneli wszystkiego              ",28.0,15.0,3.0
negative,positive,"[niecierpliwość, czekać, na, ten, film, głęboko, wierzyć, że, być, wspaniały, produkcja]",7.0,"10.11                        z niecierpliwością czekam na ten film i głęboko wierzę, że będzie wspaniałą produkcją!              ",14.0,11.0,4.0
positive,positive,"[na, to, ten, bo, Adamczyk, go, on, być, mega, przystojny, być, rewelacyjny, zalatywać, oby, film, być, chociaż, wiek, połów, połowa, taka, tak, dobry, jak, jaka]",8.0,"Pójdę na to bo gra... Adamczyk :)))                        Uwielbiam go! jest mega przystojny, i jest rewelacyjnym aktorem. Bardzo zalatuje ""To właśnie miłość"" oby film był chociaż w połowie tak dobry jak oryginał... :)               ",32.0,25.0,6.0
negative,neutral,"[chociaż, wymyśleć, ja, widzieć, już, podobny, tylko, on, nie, pamiętać, jaka, jak, jaki, to, ten, być]",5.0,Plakat                        Mogli chociaż wymyśleć ORYGINALNY plakat... ja widziałam już podobny  tylko nie pamiętam jaki to był film...              ,17.0,16.0,4.0
negative,neutral,"[tylko, ja, zauważyć, że, plakat, plakata, być, przepięknie, zerżnąć]",5.0,"Plakat                        Czy tylko ja zauważyłem, że plakat jest przepięknie zerżnięty z ""Love Actually""?              ",13.0,9.0,1.0
positive,neutral,"[widzieć, bardzo, oryginalny, obsada, si, szykować]",5.0,aha...                        ...widzę bardzo oryginalna obsada sie szykuje              ,7.0,6.0,1.0
negative,positive,"[na, ten, film, Polski, film, ojciec, ocean, święta, święto, dawno, on, nie, my, Polak, kochać, Ob, tylko, ten, ta, historia, była, były, być, bardzo, Polska, niżyć, niża, nizać, niż, gdyż, jak, jaka, patrzeć, patrzyć, na, zwiastun, to, ten, Ameryka, mi, ja, Alo, Ali, Al, Ala, plakat, plakata, niestety, zerżnąć, zgadzać, się, inny]",8.0,"Pójdę na ten film,                         Bo Polskiego filmu o świętach dawno nie było. A my Polacy kochamy święta. Oby tylko ta historia była bardziej Polska niż Amerykańska, gdyż jak patrzę na zwiastun, to Ameryką mi zajeżdża. Ale zobaczymy. A plakat niestety zerżnięty zgadzam się z innymi,              ",45.0,52.0,10.0
negative,positive,"[pan, Adamczyk, co, rok, on, nie, zagrać, przynajmniej, wiek, dwa, komedia, romantyczny, to, ten, by, pewno, chory]",7.0,No ta..                        Jakby pan Adamczyk co roku nie zagrał przynajmniej w dwóch komediach romantycznych to by pewno chory chodził.              ,19.0,17.0,6.0
negative,positive,"[na, ten, film, niecierpliwość]",10.0,:)                        Czekam na ten film z niecierpliwością :)              ,8.0,4.0,2.0
negative,positive,"[co, to, ten]",7.0,co to?                        O.o              ,3.0,3.0,1.0
negative,negative,"[być, taki, wiek, polskie, polski, film, że, być, taki, kiepski, podróbka]",2.0,Co jest takiego w polskich filmach że są takie kiepskie                         Tandetna podróbka Love Actually              ,14.0,11.0,3.0
negative,negative,"[mieszkać, wiek, Polska]",2.0,mieszkam w Polsce,3.0,3.0,1.0
negative,negative,"[Jezus, Chrystus, si, grudzień, ale, on, nie]",1.0,Jezus Chrystus urodzil sie 25 grudnia ale nie ,8.0,7.0,2.0
positive,negative,"[dobrze, kiedyś, na, to, ten, on, nie, pójść, do, kino, kin, kina, gdyby, on, nie, on, ogólnie, to, ten, słaby, ale, on, nie, aż, taki, on, nie, obejrzeć, wracać, do, pierwszy, pierwsze, zdanie, zdać, ja, miąć, taka, tak, wkurzać, on, nie, wiedzieć, wiek, reklama, ogólnie, ruda, rudy, ja, miąć, on, nie, wiedzieć, jak, jaka, można, możny, dać, to, temu, ten, filmowy, film, polskie, polski, film, już, dawno, się, skończyć, plakat, plakata, bardzo, zachęcać, zachęcający, trailer, film, on, nie, mój, mieć]",4.0,"dobrze ze kiedyś na to nie poszłam do kina                        ROMA GĄSIOROWSKA - gdyby nie ona może.. ogólnie to słaby, ale nie aż takie dno. nie obejrzałabym znowi. wracam do pierwszego zdania: roma gąsiorowska mnie tak wkurzała, nie wiem dlaczego. w reklamie też. ogólnie rude mnie denerwują. nie wiem jak można dać temu filmowi 10, polskie filmy już dawno się skończyły, plakat bardzo zachęcający i trailer a film nie, nie ma takiego ...              ",71.0,80.0,17.0
positive,negative,"[kolejny, polski, gniot, ocena, się, co, to, ten, dobry]",1.0,"kolejny polski gniot                        ocena 7.0 mysle sobie: -a co to, czyzby powstal jakis dobry ""nowy' polski film? Niestety nie, jest to kolejny gniot pokroju wyjazdu integracyjnego.Aktorzy graja jakby polkneli kij od szczoty, ale to obecnie standard naszych produkcji. Zachowanie bohaterow i ich dialogi sprawiaja wrazenie  wieczorynki a nie filmu. Najbardziej jednak denerwowala mnie muzyka, jest tyle naprawde dobrych ...              ",58.0,9.0,5.0
positive,negative,"[piękny, utwór, ten, żałosny, film, inspirować, tytuł, piosenka, serce, się]",3.0,"Jeden z najpiękniejszych utworów, ""List do M."" Dżemu                        I ten żałosny film, inspirowany tytułem piosenki, serce się kraja.              ",18.0,10.0,4.0
negative,negative,"[przewidywalny, mdły, do, mieć, czas, do, zmarnować, polecać, jak, jaka, lubić, film, nudny, wiek, wiek, okolica, minuta, znać, żałować, iż, na, tym, ten, to, portal, on, nie, mój, mieć, ocena, minusowy, chętnie, taka, taki, nagrodzić, to, ten, realny]",1.0,"Gniot, przewidywalny, niezaskakujacy, mdły do przesady.                        Jesli masz troche czasu do zmarnowania polecam jak najbardziej. Jesli lubisz filmy nudne w ktorych w okolicach 3 minuty znasz zakonczenie, polecam. No i ogolnie polecam. Najbardziej żałuję iż na tym portalu nie ma ocen minusowych, chętnie bym taka nagrodził to arcydzieło. Ocena realna -5 Pozdrawiam              ",52.0,38.0,12.0
negative,neutral,"[bardzo, sprawny, komedia, romantyczny, gdyby, on, nie, to, ten, że, być, kalka, brytyjski, film, Grant, to, ten, być, taka, tak, to, ten, być, to, ten, po, prosty, zły, wersja, to, ten, co, można, możny, zobaczyć, po, co, tracić, czas]",5.0,"bardzo sprawna komedia romantyczna                        gdyby nie, to że jest kalką brytyjskich filmów z Hugh Grantem, to byłaby mistrzowska. a tak to jest to po prostu gorsza wersja tego, co można zobaczyć u anglików. po co tracić czas?              ",37.0,39.0,15.0
negative,negative,"[Gąsiorowska, dno, dna, ogólnie, słaby, zły, wiek, tym, ten, to, być, Rom, Roma, Gąsiorowska, tym, ten, to, swój, swoje, ruskie, ruski]",3.0,"Gąsiorowska - dno                        Film ogólnie słaby, a najgorsza w tym jest Roma Gąsiorowska z tym swoim ruskim akcentem.              ",18.0,21.0,10.0
