index,emotion,rate,text,detectedEmotion,correct_guess,score,text_length,text_length_bin
2805,positive,10.0,"[na, filmik, animowany, animować, bardzo, dla, dorosły, dorosła, niżyć, niża, nizać, niż, dla, dziecko, go, on, chyba, tysiąc, raz, za, razem, raz, taka, tak, samo, sam, ja, miąć, bawić]",negative,False,0,198,19
2806,positive,10.0,"[być, ciekawy, jednak, tylko, oglądać, się, go, on, pan, Stuhr, to, ten]",positive,True,1,76,7
2807,positive,10.0,"[być, PPPP, to, ten, wielki, zielony, zielone, potworek, on, poczucie, poczuć, humor, PPPP, to, ten, wiek]",negative,False,0,108,10
2808,positive,9.0,"[góra, film, być, bardzo, fajny, fajny, dialog, potrafiać, rozśmieszyć, alba, albo, lub, lubić, ale, być, oda, od, film, być, boski]",positive,True,1,140,14
2809,positive,9.0,"[wiedzieć, czy, wszystek, wszyscy, fan, wiedza, wiedzieć, ale, juz, powstać, powstały, część, to, ten, super, nadziać, nadzieja, że, szybka, szybko, trafić, na, nasz, rynek, rynka, oczywiście, Pan, Jerzy, Sztur, użyczyć, swój, swoje, głos, bo, bez, beza, on, ten, film, stracić, bardzo]",positive,True,1,302,30
2810,positive,9.0,"[być, fajny, animacja, dialog, wat, polskie, polski, dubbing, zachwycać, ja, miąć, być, przekochać, wiek, angielski, si, na]",positive,True,1,130,13
2811,positive,9.0,"[być, ja, miąć, być, dobry, mi, ja, się, że, pierwsza, pierwsze, pierwszy, słowo, który, powiedzieć, gdy, przyjść, na, świat, brzmieć, bynajmniej, taka, taki, mama, mieć, mamić, ja, miąć, to, ten, on, nie, być, film, to, ten, coś, co, pozwalać, mi, ja, mój, pokarmić, pokarm, codzienny, gdy, tylko, wrócić, do, dom, pierwsza, pierwsze, pierwszy, co, włączać, przy, każdy, czynność, czynności, towarzysz, towarzyszyć, przy, jeść, jedzenie, czy, jak, jaka]",positive,True,1,488,48
2812,positive,9.0,"[film, bardzo, śmieszny, tylko, matrix, władca, pierścienić, pierścień, móc, on, nim, się, równać]",negative,False,0,108,10
2813,positive,9.0,"[dobry, film, jaki, kiedy, powstać, powstały, móc, może, władca, pierścienić, pierścień, być, dobry, to, ten, taka, tak, to, ten, być, jeden, dobry, po, prosty]",positive,True,1,171,17
2814,positive,10.0,"[dialog, glosa, wszystko, za, on, nie, wiedzieć, co, jeszcze, to, ten, być, genialny, polski, dubbing, być]",positive,True,1,110,11
2815,positive,9.0,"[ojciec, ocean, on, nie, chcieć, to, ten, gdyż, wydawać, mi, ja, si, to, ten, bezsensowny, ale, kiedy, już, on, nie, móc, si, to, ten, wspaniały, bajka, który, moment, wzruszać, jak, jaka, być, który, wraz, udać, si, wiek, podróż, podrożyć, aby, uratować, przeliczny, wypowiedź, potrafić, doprowadzić, do, płacz, Alo, Ali, Al, Ala, być, teza, moment, wystrzałowy]",negative,False,0,385,38
2816,positive,9.0,[],negative,False,0,2,0
2817,positive,9.0,"[bajka, on, nie, widzieć, on, nie, wdziać, szybka, szybko, zobaczyć, bo, naprawdę, być, co, oglądać]",negative,False,0,107,10
2818,positive,9.0,"[bajka, on, nie, widzieć, niwa, szybka, szybko, zobaczyć, bo, naprawdę, być, co, oglądać]",negative,False,0,95,9
2819,positive,9.0,"[ten, film, być, bardzo, fajny, bardzo, go, on, lubić]",positive,True,1,56,5
2820,positive,10.0,"[film, można, możny, się, pośmiać, film, dla, dziecko, zrywać]",positive,True,1,68,6
2821,positive,10.0,"[dobry, bajka, jaki, jaka, wiek, żyć, życie, widzieć, obejrzeć, on, kilkanaście, raz, ale, zawsze, kiedy, on, oglądać, czuja, czuć, się, robić, to, ten, po, raz, pierwszy, śmiać, się, do, moi, mój, rodzic, rodzice, który, być, dość, sceptycznie, nastawić, to, ten, to, ten, typ, film, stwierdzić, że, być, super, tekst, być, on, nie, do]",positive,True,1,361,36
2822,positive,10.0,"[wydawać, mi, ja, si, że, być, wszystek, wszystko, wszyscy, znajomy, znajoma, si, ten, ta, bajka, być, to, ten, bajka, go, on, jak, jaka, si, nudzić, alba, albo, szukać, dobry, wszystek, wszystko, wszyscy, dla, cały, dla, szkoła, numer, gimnazjum, numer, wiek]",negative,False,0,268,26
2823,positive,10.0,"[wydawać, mi, ja, si, że, być, wszystek, wszystko, wszyscy, znajomy, znajoma, si, ten, ta, bajka, być, to, ten, bajka, go, on, jak, jaka, si, nudzić, alba, albo, szukać, dobry, wszystek, wszystko, wszyscy, dla, cały, dla, szkoła, numer, gimnazjum, numer, wiek]",negative,False,0,268,26
2824,positive,10.0,"[dobry, bajka, na, dla, stare, stara, stary, starzy, kupa]",negative,False,0,58,5
2825,positive,10.0,"[by, jak, jaka]",negative,False,0,15,1
2826,positive,10.0,"[bajka, ale, raczej, raczy, on, nie, dla, humor, superowski, utęsknienie, utęsknić, czekać, na]",positive,True,1,99,9
2827,positive,10.0,"[mega, super, jeszcze, si, nigdy, taka, tak, dobrze, on, nie, film, to, ten, nic, nica, on, nie, móc, może, pobić, być, dobry]",negative,False,0,130,13
2828,positive,10.0,"[Bajek, być, dotąd, bajka, jaki, jaka, że, bajka, to, ten, widzieć, on, na, część, tym, ten, to, polski, podkład, być]",negative,False,0,127,12
2829,positive,10.0,"[być, wiek, koniec, lud, człowiek, ludzie, kręcić, bo, już, się, on, nie, móc]",negative,False,0,85,8
2830,positive,10.0,"[mój, mieć, link, linka, linek, do, to, ten, film, taka, tak, to, ten]",negative,False,0,72,7
2831,positive,10.0,"[to, ten, typ, film, można, możny, się, ubawić, po, Dobra, zabawa, dla, starsza, stary, starszy, młody, młodsza, młodszy]",negative,False,0,128,12
2832,positive,10.0,"[fajny, bajka, jak, jaka, on, móc, może, się, wiek, błoto]",positive,True,1,62,6
2833,positive,10.0,"[fajny, bajka, jak, jaka, on, móc, może, się, wiek, błoto]",positive,True,1,62,6
2834,positive,10.0,"[fajny, jak, jaka, on, móc, może, się, kąpać, wiek]",positive,True,1,56,5
2835,positive,10.0,"[rewelacja, cudowny, animacja, wspaniały, dubbing, Jerzy, oglądać, to, ten, sam, przyjemność]",positive,True,1,98,9
2836,negative,5.0,"[dobry, to, ten, bardzo, dobry, film, ale, do, nawet, się, on, nie, umywać, ja, miąć, być, przereklamować]",positive,False,0,112,11
2837,negative,5.0,"[należeć, do, dobry, film, jaki, kiedykolwiek, ciekawy, przed, wszystek, wszystko, wszyscy, dobrze, dialog, zachować, zachowanie, być, oglądać]",positive,False,0,149,14
2838,negative,5.0,"[należeć, do, dobry, film, jaki, kiedykolwiek, ciekawy, przed, wszystek, wszystko, wszyscy, dobrze, dialog, zachować, zachowanie, być, oglądać]",positive,False,0,149,14
2839,negative,5.0,"[być, mi, ja, się, ten, ta]",negative,True,1,29,2
2840,positive,10.0,"[Kochan, bez, beza, osiłek, być, nikt, osiłek, bez, beza, Jerzy, tenże, też, być, by, nikt, taka, tak, się, stać, że, wszystko, się, udać, film, wyjść, wynijść, wyniść, super, dla, małe, mały, mała, widz, dla]",negative,False,0,229,22
2841,positive,10.0,"[ja, miąć, to, ten, dobry, film, na, świat, móc, może, jeden, bezbłędny, na]",positive,True,1,83,8
2842,positive,10.0,"[zabawnie, mądrze, film, uroczyć, urocze, uroczy, zabawny, mądry, jeden, dobry, animowany, animować, jaki, widzieć, ciekawy, najbardziej, barwny, postać, być, osioł, wesoły, gadatliwy, jak, jaka, na, osła, osioł, przystać, uparty]",positive,True,1,242,24
2843,positive,10.0,"[wszystek, wszyscy, ja, zdecydowanie, zdecydować, teza, bo, być, relaks, zapewnić]",negative,False,0,85,8
2844,positive,10.0,"[wymiatać, ciekawy, leczyć, leczo, lecz, ale, on, nie, to, ten, si, wiek, tym, ten, to, film, liczyć, humor, jeszcze, raz, humor, rozbawić, wszystek, wszyscy, dziecko, jak, jaka, komentarz, idealnie, dobrać, dobrany, glosa, tworzyć, to, ten, dochodzić, grafik, grafika]",positive,True,1,276,27
2845,positive,10.0,"[banan, extra, autentycznie]",negative,False,0,28,2
2846,positive,10.0,"[już, pisać, to, ten, świetny, dla, duży, małe, mały, mała, dzieciak, druga, drugi, drug, część, tenże, też, pewnie, być]",negative,False,0,134,13
2847,positive,8.0,"[brawo, jak, jaka, widz, jakiś, bajka, komputerowy, to, ten, ja, miąć, wiek, tym, ten, to, przypadek, być, inaczej, bardzo, się, to, ten, cieszyć, ciesać, ale, woleć, żeby, on, nie, jak, jaka, już, ktoś, się, chcieć, na, coś, wzbogacić, to, ten, niech, zrobić, oryginał, bo, taka, tak, wątpić, wiek, to, ten, część, powtórzyć, sukces, bo, zawsze, pierwowzór, być, myśleć, myśl, myślić, ojciec, ocean, kolejny, część, jakiś, film, tenże, też, ja, miąć, raczej, raczy, on, nie, wierzyć, żeby, wiek, tym, ten, to]",negative,False,0,551,55
2848,positive,10.0,"[prawda, być, to, ten, tylko, bajeczka, ale, jaki, poczucie, poczuć, być, go, on, kilka, set, seta, raz, juz, on, nie, móc, si, dla, wszystek, wszyscy, on, nie, maić, si]",negative,False,0,175,17
2849,positive,8.0,"[on, nie, na, pierwsza, pierwsze, pierwszy, miejsce, bajka, być, bardzo, dobrze, zrealizować, ale, myśleć, myślić, iż, on, nie, powinien, si, na, pierwszy, pierwsze, pierwsza, miejsce, wiek, ranking, komputerowy, chociaż, jak, jaka, realistyczny, nigdy, on, nie, odtworzyć, wiek, realny, świat, gra, aktor, być, bajka, powinien, powinny, się, wiek, kategoria, film, animowany, animować, wszechczas, on, nie, film, wszystek, wszyscy, fan]",positive,True,1,450,45
2850,positive,10.0,"[fajny, filmik, filmik, wiadomo, klasyka, klasyk, światowy]",positive,True,1,60,6
2851,positive,10.0,"[wypadać, całkiem, pozytywnie, fajny, tekst, niezły, fabuła, warto, warta, go, on]",positive,True,1,86,8
2852,positive,10.0,"[być, ojciec, ocean, super, poczucie, poczuć, rewelacyjny]",positive,True,1,60,6
2853,positive,10.0,"[być, ojciec, ocean, super, poczucie, poczuć, rewelacyjny]",positive,True,1,60,6
2854,positive,10.0,"[ocena, super]",negative,False,0,14,1
2855,positive,10.0,"[być, dobry, Alo, Ali, Al, Ala, tyż, być, tata, stwierdzić, że, być, do, on, podobny]",positive,True,1,91,9
2856,positive,10.0,"[być, super, uznanie, uznać, należeć, się, ekipa, oda, od, spolszczyć, spolszczenie, spolszczeć, bo, wykonać, kawał, dobry, robota, robot, roboty, to, ten, dzięka, dzięk, dzięki, on, nim, po, polski, nic, nica, on, nie, stracić, na, swój, swoje]",positive,True,1,259,25
2857,positive,10.0,"[dobry, film, być, dobry, ale, on, nie, mi, ja, si, taki, robiony, robić, taka, tak, aby, wiek, to, ten, taka, tak, na, szrek, on, nie, na, taka, tak, wysoki, ocena]",positive,True,1,167,16
2858,positive,10.0,"[rewelacja, jeszcze, nigdy, on, nie, ubawić, się, wiek, kino, kinąć, kin, kina, taka, tak, jak, jaka, na, tym, ten, to, film, gorąco, polecać, film, dla, każdy]",negative,False,0,167,16
2859,positive,10.0,"[być, film, wskazać, nowa, nowy, film, go, on, za, dobry, ja, miąć, zostać, to, ten, dlatego, film, animowany, animować, Pan, Stuhr, wykonać, doskonały, dubbing, pod, osła, osioł, to, ten, taka, tak, być, dobry, ale, to, ten, moja, mój, moje, zdanie, zdać]",negative,False,0,269,26
2860,positive,10.0,"[wart, warta, obejrzeć, kupić, nawet, przyszły, pokolenie, być, go, on, oglądać]",negative,False,0,86,8
2861,positive,10.0,"[to, ten, być, to, ten, być, to, ten, dla, dla, grzeczny, on, nie, oby, taki]",positive,True,1,79,7
2862,positive,10.0,"[mama, mieć, mamić, tu, film, być, dobry, film, jaka, jak, jaki, kiedykolwiek, widzieć, pełny, się, oglądać]",positive,True,1,116,11
2863,positive,10.0,"[dobry, animacja, jaki, jaka, wiek, żyć, życie, oglądać]",positive,True,1,61,6
2864,positive,10.0,"[na, prezydent, to, ten, dobry, film, na, świat, bez, beza, żaden, głosowanie, głosować, powinien, otrzymywać, wysoki, najwyższy, nagroda, on, nie, mój, mieć, się, równe, równy]",positive,True,1,189,18
2865,positive,10.0,"[być, to, ten, bajka, animowany, animować, to, ten, jednak, on, nie, być, dla, móc, on, ale, humor, wiek, tym, ten, to, film, zawarty, zawrzeć, jak, jaka, tenże, też, scena, móc, być, bycie, dla, to, ten, super, bajka, dla, duży, dziecko, on, nie, móc, doczekać, si, daleki, tylko, pewne, pewien, pewny, obawa, aby, on, nie, okazały, okazać, się, być, bycie, jak, jaka, to, ten, często, bywać, dorastać, niedorastający, do, pięta, kontynuacja, częsty, część]",negative,False,0,483,48
2866,positive,10.0,"[wspaniały, bajka, on, nie, dla, dziecko, on, nie, rozumieć, większość, dowcip, on, nie, widzieć, taka, tak, dobry, komedia]",positive,True,1,130,13
2867,positive,10.0,"[film, film, być, extra, gdy, go, on, pierwszy, raz, obejrzeć, to, ten, normalnie, formalnie, braknąć, mi, ja, słowić, słowa, słowo]",negative,False,0,140,14
2868,positive,10.0,"[czekać, na, niesamowicie, on, nie, widzieć, inny, taka, tak, śmieszny, bo, film, by, się, co, być, tenże, też, on, nie]",negative,False,0,127,12
2869,positive,10.0,"[po, raz, nadal, śmieszyć, ja, miąć, taka, tak, jak, jaka, za, pierwszy, pierwsze, pierwsza, razem, raz, to, ten, się, nazywać, dobro, dobra, dobry, komedia]",positive,True,1,163,16
2870,positive,10.0,"[być, komedia, tyle, tyli, tył, oda, od, pierwszy, pierwsze, na, ten, on, nie, jeszcze, taki, dobry, no, ale, do, kino, kin, kina, wejść, to, ten, jeszcze, ale, jak, jaka, ja, miąć, ojciec, ocean, premier, premiera]",positive,True,1,221,22
2871,positive,10.0,"[wow, genialny, bajeczka, sietny, dubbing, on, nie, tylko, polski, ale, teza, oryginalny, filmik, setki, setka, raz, taka, tak, si, za, kady, razem, raz, taka, tak, samo, sam, mocno]",negative,False,0,182,18
2872,positive,10.0,"[to, ten, film, wracać, się, raz, po, natomiast, że, on, nie, przejść, by, duży, wielki, echo, przez, polski, opinia, gdyby, on, nie, dubbing, wspaniały, Jerzy]",negative,False,0,167,16
2873,positive,10.0,"[on, nie, si, doczekać, super, zobaczyć, nadziać, nadzieja]",negative,False,0,62,6
2874,positive,10.0,"[ulubić, ulubiony, film, być]",negative,False,0,31,3
2875,positive,10.0,"[jaka, jak, jaki, super, filmik, osioł, gigant]",negative,False,0,48,4
2876,positive,9.0,"[komedia, dla, cały, rodzina, nic, nica, dodać, nic, nica, ująć, oprócz, to, ten, że, osioł, mój, mieć, ekstra, dialog, wiek, pamięć, utknąć, mi, ja, dialog]",negative,False,0,170,17
2877,positive,10.0,"[super, uwielbiać, ten, film, właściwie, on, nie, przypuszczać, że, można, możny, uwielbiać, bajka, bo, chyba, już, wyrosnąć, ale, te, ten, ty, być, nawet, mama, mieć, mamić, kolega, który, wyglądać, jak, jaka, raczej, raczy, on, nie, być, za, piękny]",positive,True,1,270,27
2878,positive,10.0,"[ubaw, ubawić, ubawa, niesamowity, wszystko, taki, kolorowy, kolorowa, barwny, no, tekst, mówić, być]",negative,False,0,105,10
2879,positive,10.0,"[ten, film, dobry, dobry, oda, od, bo, to, ten, być, gówno, nad, gówno]",negative,False,0,74,7
2880,positive,10.0,"[być, ja, być, Sandra, być, bardzo, fajny, tyle, tyli, tył, jak, jaka, si, ktoś, on, nie, podobać, podoba, nauk, nijaki, nad, to, ten, chory, umysłowo]",negative,False,0,158,15
2881,positive,10.0,"[film, wiek, on, nie, tekst, serio, seria, osiołek, szrek, to, ten, wszystko, być, on, nie, do, przebić, przebicie, wszystek, film, komediowy, widzieć, po, szrek, to, ten, kaszany, kaszana, marny, imitacja, to, ten, taki, film, jak, jaka, potwór, potwora, gdzie, być]",negative,False,0,273,27
2882,positive,10.0,"[Bajek, dla, wzruszać, do]",negative,False,0,27,2
2883,positive,10.0,"[matrix, to, ten, jak, jaka, matrix, przełom, wiek, kinematografia, modlić, się, tylko, dwójka, on, nie, okazały, okazać, się, taki, niewypał, jak, jaka, część, trylogia]",positive,True,1,181,18
2884,negative,5.0,"[czy, ja, ani, na, taka, tak, ani, na, on, nie, zrobić, na, ja, miąć, specjalny, wrazić, wrażenie, wrażenia, obejrzeć, go, on, dla, spokojny]",negative,True,1,148,14
2885,negative,5.0,"[to, ten, dobry, kreskówka, jaki, jaka, widzieć]",positive,False,0,50,5
2886,positive,8.0,"[Dobra, rozrywka, ostatnio, taka, tak, film, robiony, robić, nowy, technikum, technik, technika, wykorzystanie, wykorzystać, grafik, grafika, zaawansowana, zaawansować, zaawansowany, animacja, tracić, pozostawać, sam, akcja, bo, widz, mój, mieć, być, bycie, oniemiały, oniemiać, oniemieć, ten, technika, co, to, ten, film, nic, nica, się, on, nie, ja, taka, tak, no, wiece, wiec, taki, taka, on, nie, tu, humor, przezabawny, parodia, kilka, inny, bajka, zgrać, zgrany, on, nie]",negative,False,0,490,49
2887,positive,8.0,[si],negative,False,0,4,0
2888,positive,8.0,"[być, dobry, bajka, na, świat, fajny, być, tam, tama, muzyk, muzyka, przydać, by, się, kilka, plakat]",positive,True,1,106,10
2889,positive,10.0,"[być, super, komedia, niech, on, każdy, obejrzeć, bo, warto, warta, obiecywać, obiecować, że, on, nie]",negative,False,0,108,10
2890,negative,1.0,"[rzec, rzecz, jaki, jak, jaka, wiek, wiek, żyć, życie, kiczowaty, bajka, ale, móc, może, dlatego, mi, ja, si, on, nie, że, ja, miąć, do, zmusić, czas, wszystko, zobaczyć, ogólnie, beznadziejny, bajka]",negative,True,1,211,21
2891,negative,1.0,"[extra, mówić, być, on, nie, obejrzeć, musić, muszy, musieć, extra]",negative,True,1,73,7
2892,negative,1.0,"[stworzyć, na, twarz, przed, boskość, to, ten, film, jak, jaka, kto, si, on, nie, podobać, podoba, to, ten, niech, móc, może, wtedy, mu, on, Alo, Ali, Al, Ala, ja, miąć, to, ten, na]",negative,True,1,190,19
2893,negative,1.0,"[on, nie, wiedzieć, czemu, co, wszystek, wszyscy, si, on, nim, taka, tak]",negative,True,1,74,7
2894,negative,1.0,"[ten, film, to, ten, legenda, mega, wypas, komedia, mega, wypas, tekst, czas, przytaczać, taka, tak, powiedzieć, na, mi, ja, tam, tama, si, być, na, taka, tak]",positive,False,0,162,16
2895,positive,10.0,"[my, on, nie, lubić, luby, się, pośmiać, nacieszyć, wzrok, dobre, dobry, on, nie, sądzić, że, być, ktoś, kto, to, ten, on, nie, być, niech, szybka, szybko, to, ten, dziecko, choć, ten, starsza, stary, starszy, dla]",negative,False,0,226,22
2896,positive,10.0,"[super, śmieszny, to, ten, mało, powiedzieć, on, nie, rozumieć, jak, jaka, się, on, nie, przecież, to, ten, geniusz]",positive,True,1,122,12
2897,positive,10.0,"[bajka, on, nie, tylko, dla, dziecko, tekst, muzyk, muzyka, dawać, na, zniecierpliwić, zniecierpliwienie, czekać, na, druga, drugi, część]",positive,True,1,144,14
2898,positive,10.0,"[zabawa, na, dla, dziecko, dialog, wyrafinować, wyrafinowany, kilkakrotnie, za, każdy, razem, raz, taka, tak, samo, sam]",negative,False,0,122,12
2899,positive,10.0,"[ile, ił, można, możny, to, ten, nazwać, on, nie, pamiętać, ile, ił, raz, on, ale, za, każdy, razem, raz, odbierać, on, być, to, ten, co, lubić, najbardziej]",negative,False,0,168,16
