comments,emotion,rate
"Twórcy filmu tak bardzo chcieli powrotu Damona do produkcji, że zapomnieli o najważniejszych wartościach, które uczyniły pierwsze trzy części ogromnym sukcesem. A jest to nie tylko dobra intryga, ale również tempo rozwijania się filmu.",negative,5.0
Typowy akcyjniak ze szczątkową fabułą.,negative,5.0
"Kopiuje patenty z trylogii, która zmieniła kino akcji, ale pokazuje też, że formuła, która kiedyś przyniosła sukces, w końcu się wyczerpała.",negative,5.0
"Kuleje na kilku poziomach, ale to ciągle niezłe kino sensacyjne.",negative,5.0
"Jest w Jasonie Bournie kilka smaczków, ale szczątkowa fabuła połączona ze sposobem pokazywania wydarzeń sprawia, że tym razem historia superagenta sprowadza się do pozbawionego celu chaosu.",negative,5.0
"Nudzić się na wysokobudżetowym, perfekcyjnie zrealizowanym filmie akcji. Sytuacja - oksymoron, jednak zdarzyła mi się wczoraj wieczorem.",negative,4.0
"Tak głęboko w serce, duszę i umysł kobiety w polskim kinie dawno nikt nie zaglądał.",positive,9.0
"Bardzo ciężki i wymagający. Nie chodzi nawet o samą historię, ale przede wszystkim o atmosferę, która tej historii towarzyszy.",positive,9.0
Kino świetnie obsadzone i zagrane.,positive,8.3
"Choć film Wasilewskiego jest bardzo cielesny, niebojący się nagości, to jednak to co w nim najważniejsze, to to co niewypowiedziane, to co dzieje się pomiędzy słowami, to co rozgrywa się w myślach. Całość pozostaje bardzo surowa, pozbawiona jakiejkolwiek muzyki, nawet tej na napisach końcowych.",positive,8.0
"W pełni przemyślany film, pozbawiony niepotrzebnych scen czy dialogów. Wszystko jest na swoim miejscu i wszystko uwiera jak trzeba.",positive,8.0
"Najdojrzalszy do tej pory film Tomasza Wasilewskiego. Można być pod wrażeniem, jak ogromne postępy w tak szybkim czasie czyni urodzony w 1980 roku twórca.",positive,8.0
Znakomity scenariusz okraszony świetnymi kreacjami aktorskimi winduje film Wasilewskiego na sam szczyt tegorocznych faworytów do nagród Złotych Lwów.,positive,7.5
"Kronika samotności, melancholii oraz niespełnionych marzeń, zakończonych klęską. Smutne, ale chwytające kino, któremu trzeba dać czas oraz szansę.",positive,7.0
"Film, koło którego nie da się przejść obojętnie. Zostaje w głowie choćby obraz pary wypełnionych emocjami oczu Doroty Kolak w scenie tańca.",positive,7.0
"Szczery, pozbawiony photoshopa film o kobietach, które walczą, ale nie mają jeszcze na tyle sił, aby ostatecznie się podnieść.",positive,7.0
"I choć film przełamuje stereotypy i odważnie portretuje kobiece ciało, staje się zakładnikiem formy: jest ekstremalnie zimny, pesymistyczny i poważny.",positive,7.0
"Zdjęcia Olega Mutu, obok ciekawej konstrukcji fabularnej i doskonałej gry aktorskiej, to wielkie zalety i siła napędowa tego filmu, który z pewnością nie da o sobie zapomnieć jeszcze długo po wyjściu z sali kinowej.",positive,7.0
"Podobnie jak z filmami Roya Anderssona, także tutaj forma, choć piękna i dopracowana, nie do końca pozwala współczuć oglądanym na ekranie postaciom.",positive,7.0
"Kawałek dobrego kina, przywołujący na myśl skojarzenia z estetyką i emocjonalną tonacją rumuńskiej nowej fali.",positive,7.0
"Lubię w tym filmie obrazy, choć inaczej pamiętam początek lat 90. XX wieku. Najmniej przyciąga mnie do wspominania seansu scenariusz, a to przecież za niego Tomasz Wasilewski otrzymał Srebrnego Niedźwiedzia na festiwalu w Berlinie.",positive,6.7
"Kino kameralne, duszne od emocji. Tomasz Wasilewski eksploruje ducha kobiecości, nie boi się nagości i niemego krzyku o uczucie.",positive,6.5
"Opowieść o tym, jak wyczerpywał się polski model życiowej stabilizacji początku lat 90.",positive,6.0
"To co cieszy, u mało przecież doświadczonego Wasilewskiego, to rzadka umiejętność niezakrzyczenia filmu.",negative,5.8
Zniecierpliwienie budzi pretensjonalność niektórych scen i większe skupienia reżysera na formie niż treści.,negative,5.0
"Ciekawy, wizualnie intrygujący film staje się płytki, bezbarwny i nudny.",negative,5.0
Po raz kolejny Wasilewski zrobił film ocierający się o pretensjonalność.,negative,5.0
"Kwartet wybitnych polskich aktorek ratuje odrobinę ten scenariusz, nagrodzony notabene Srebrnym Niedźwiedziem na tegorocznym festiwalu w Berlinie, wspinając go na wyższy poziom.",negative,5.0
"Nie oddziałuje ani na widzów, ani na innych bohaterów, którzy uczucia kryją pod maską. Bez tego film strasznie się dłuży i sprawia, że kiedy zaczyna się wątek drugiej bohaterki, z przerażeniem uświadamiasz sobie, że musisz przetrwać jeszcze trzy takie opowieści.",negative,3.0
"Proste dialogi, pozornie oczywiste sytuacje budują niesamowite napięcie.",positive,8.3
Niezły film o uczeniu się dorosłości.,positive,6.7
"Twórcy zdecydowali się wprowadzić do filmu więcej niż tylko jeden trudny problem - zdaje się jednak, że ""Wróble"" tego ciężaru unieść nie potrafią.",negative,4.0
"Balansuje gdzieś pomiędzy ujmującą empatycznością a nudną oczywistością, trochę ciekawi, a trochę usypia.",negative,4.0
Subtelne kino ze zjawiskową Monicą Bellucci.,positive,6.7
"Trzeba przyznać, że Édoinowi udało się nakręcić dobry film. Duża w tym zasługa doborowej obsady, a szczególnie duetu Monica Bellucci - Aliocha Schneider oraz znakomitej Pascale Bussières.",positive,6.7
"Wszystko tu jest poważne, dojrzałe, pogłębione, a jednocześnie wydaje się wyjęte i złożone z cytatów, reminiscencji, zapożyczeń.",positive,6.7
"Gorzka historia o wpisanym popełnianiu pomyłek w DNA człowieka szybko chce być jednocześnie pamfletem na artyzm, historią o ekstremum wszelakim i aktualizowaniu wartości życia poprzez tragedie najbliższych oraz przesuwa się niebezpiecznie w strefę ckliwego dramatu walki o kontakt matki i syna.",positive,6.5
"Jest jedynie echem dzieł mistrzów, których Kanadyjczyk podpatruje i kopiuje. Ale łącząc rzemieślniczą sprawność ze znakomitym materiałem wyjściowym, jakim są dzieła Iñárritu i Almodóvara, sprawił, że jest to echo dźwięczące czyściej od wielu podobnych konkurencyjnych produkcji.",negative,5.0
"Niestety, nawet genialna Monica Bellucci nie jest w stanie uratować tej historii o pragnieniu odnalezienia ojca.",negative,5.0
"Zalatuje operą mydlaną, ale dobra Monica Belucci.",negative,5.0
Elementy komediowe są znakomicie rozegrane.,positive,7.0
"Abstrakcyjnych scen akcji jest wiele i dzięki nim emocji nie brakuje. Humor wykorzystuje również kontrastowe charaktery postaci i oferuje całkiem zabawne dialogi, a The Rock raz jeszcze potwierdza komediowy talent.",positive,6.5
"Niezła, lekka, przyjemna, grzeczna rozrywka.",positive,6.0
"Lekka komedyjka na upalne dni lata, podczas których żar słońca dosłownie przypieka nam szare komórki, tak więc nie zwracamy uwagi na szczegóły, a tym bardziej nie jesteśmy w stanie skupić naszej uwagi na wymagających myślenia produkcjach.",positive,6.0
"Bez kuchennej rewolucji, z wieloma potknięciami po drodze, ale całkiem smacznie.",positive,6.0
"O ile początek jest jeszcze całkiem śmieszny, rozwiązanie akcji przyprawia o ból zębów.",negative,5.0
"Mimo wszystkich niedoskonałości, jest poprawną rozrywką. Bez wygórowanych oczekiwań można odnaleźć kilka dobrych scen i ciekawych inscenizacji.",negative,5.0
"Dla osób szukającym w kinie chwili relaksu i zapomnienia seans może się okazać satysfakcjonujący, ale już oddani miłośnicy Harta i Johnsona wiedzą, że można z nich wydobyć więcej.",negative,5.0
"Humor filmu ""Agent i pół"" opiera się tylko i wyłącznie na komizmie postaci, zaś jakiekolwiek żarty wypadają płasko i zwyczajnie nie śmieszą.",negative,4.0
"Komedia przeciętnych lotów - od czasu do czasu może nas coś tam rozbawić, możliwe też że uśmiechniemy się, gdy przerażony bohater zrobi dziwaczną minę bądź kwiknie raz czy dwa w górnych oktawach.",negative,4.0
"Komedia ma jedno zadanie, śmieszyć, a nie udawać, że coś jest zabawne. W tym przypadku skończyło się jednak tylko na udawaniu.",negative,3.0
"Historia - i metoda - powstawania filmu jest równie ciekawa, co on sam.",positive,8.3
Kilka scen naprawdę ściska za gardło.,positive,8.0
Jest w większym stopniu filmem o zdradzieckich możliwościach obrazu niż o życiu oświecanym blaskiem bijącym z obliczy władców z dynastii Kimów.,positive,7.0
Zawdzięcza oryginalność genialnemu w swej prostocie fortelowi.,positive,7.0
Bardzo dobry film.,positive,10.0
"Fantastycznie zrealizowana, zabawna, a przy tym mroczna produkcja, która wnosi do świata komiksowych adaptacji wyraźnie odczuwalny powiew świeżości.",positive,9.0
Nie jest arcydziełem i czymś przełomowym. To - tylko i w tym przypadku jednocześnie aż - kino rozrywkowe w najlepszym tego słowa znaczeniu.,positive,8.0
Nie wiem skąd się wziął ten hejt na Legion Samobójców jest to przyzwoity film.,positive,7.8
"Ma ogromne niedociągnięcia fabularne, które głównie tyczą się wątku głównego oraz czarnego charakteru, a zaś jego najjaśniejszym punktem są postacie, aktorzy oraz strona techniczna.",positive,7.3
"Bawiłem się na filmie bardzo dobrze, a z drugim seansem zyskał na odbiorze jeszcze bardziej.",positive,7.0
"Schematyczny, ale skuteczny humor, Harley Queen, Joker, Deadshot i doskonale dobrany soundtrack ratują tę produkcję.",positive,7.0
"Kawał porządnego kina superbohaterskiego. Niestety, sam gatunek zużył się już nieco - wyłazić zaczęła męcząca powtarzalność schematów fabularnych, stąd też chłodne przyjęcie przez publiczność.",positive,7.0
"Dzieło z licznymi wadami, niedoróbkami oraz niepotrzebnymi uproszczeniami.",positive,7.0
"Nie uznamy Suicide Squad najlepszym filmem tego roku, ale nie można powiedzieć, że on jest zły. Pojawia się w nim całkiem sporo elementów, które sprawiają, że mam ochotę obejrzeć kolejną część przygód Szalonych Kapeluszników ciskających boomerangami czy walących wrogów po głowach kijem bejsbolowym.",positive,6.7
Nijaki i nie pozostawi w nas żadnych szczególnych wspomnień ani przeżyć.,positive,6.5
"Akcja Legionu Samobójców bywa chaotyczna, niektóre rozwiązania fabularne zmuszą widza do złapania się za głowę, a potyczka z głównym przeciwnikiem jest słaba. Na szczęście Legion Samobójców ma kilka atutów, dla których warto go polecić: rewelacyjny humor, kilka ciekawych zwrotów akcji i przede wszystkim świetne kreacje głównych bohaterów.",positive,6.5
"Film mający tak ogromny potencjał, ze aż żal. Gdyby twórcy bardziej podkręcili klimat i postawili na większą interakcję plus ostrą przemoc, to pozamiatałby tak samo jak ""Deadpool"".",positive,6.0
"Jest to pozycja, w której specjalistów od efektów specjalnych odrobinę poniosło, bo upadające łuski naboi i sceny walki w zwolnionym tempie, nie robią już na nikim większego wrażenia.",positive,6.0
"Całość często uproszczona i mająca wiele wad, ale seansu nie można spisać na straty ze względu na niektóre bardzo dobre momenty i bohaterów. Tak jak wcześniej napisałem, Legion Samobójców to po prostu niezły film i potrafi dostarczyć rozrywkę.",positive,6.0
Fabuła filmu jest prosta jak drut i miałka jak mąka tortowa.,positive,6.0
"Za dużo tu wszystkiego, żeby mogło powstać coś więcej niż średnio rozrywkowy chaos.",positive,6.0
"Rozczarowuje. Nie dlatego, że jest typowym popcorniakiem, a dlatego, że nie wykorzystał wielkiego potencjału.",positive,6.0
"Nie powiem, że Legion samobójców to zły film, bo ma on zbyt wiele zalet i dobrych momentów. Jest tutaj naprawdę wielki bałagan fabularny, to wszystko powinno być czymś o wiele lepszym, ale przez błędne decyzje potencjał został zmarnowany.",positive,6.0
"Pomimo cenzorskich obostrzeń i nieracjonalnej polityki studia, Ayerowi udało się ocalić, to co w ""Legionie samobójców"" najcenniejsze: bezpretensjonalną historię superłotrów, którzy dla spokoju ducha albo bezpłatnej kablówki są w stanie pobawić się w superbohaterów.",positive,6.0
"Bije w tym wszystkim serce, ale puls jest nierówny.",positive,6.0
"Nie jest filmem nawet dobrym. Nie jest jednak też beznadziejnym, choć naprawdę wad ma wiele. Jednakże jest to film, o którym łatwo można zapomnieć, który nie jest jakiś konieczny do zrozumienia historii Batmana czy uniwersum DC.",negative,5.5
"David Ayer zdołał stworzyć przyzwoitą rozrywkę, pełną popkulturowych odniesień i barwnych postaci.",negative,5.3
"Dopóki postaci nie będą intrygować, widzowie nie obdarzą ich krztą szacunku, bez względu na to, jak pięknie prezentować się będą Harley Quinn i Wonder Woman.",negative,5.0
"Oglądało się nawet dość dobrze, ale po projekcji czuję niesmak.",negative,5.0
"Byłby znacznie lepszy, gdyby skala wydarzeń była mniejsza, a historia postaci przedstawiona w lepszy sposób. Niestety, do kin trafił twór, który jest zlepkiem niezłych pomysłów oraz kiepskiego scenariusza.",negative,5.0
"Pozostawia niedosyt, zawodzi, ale właśnie na tym polega magia współczesnego kina - liczy się box office.",negative,5.0
"Dawno nie wyszedłem z kina tak wściekły. Pal licho, jeśli film byłby zwyczajnie słaby, ja po prostu nie mogłem patrzeć, jak z minuty na minutę coraz bardziej marnowany jest drzemiący w tych postaciach potencjał, w rezultacie tworząc bełkotliwą, niespójną, nieangażującą papkę.",negative,5.0
"Nie zachwyca, ale dzięki kreacjom aktorskim Margot Robbie, Willa Smitha i Jareda Leto oraz ciekawym, spektakularnym efektom specjalnym ma atrakcyjną stronę, dobre momenty.",negative,5.0
Podobnie jak prawie każdy rycerski epos jest potwornie nudny.,negative,5.0
"Niestety, jako fan komiksów i wydawnictwa DC, czułem wstyd, gdy oglądałem ""Legion samobójców"", ponieważ od połowy filmu dostałem niemal wyłącznie wytarte schematy, które rzadko kiedy w przeszłości wyglądały aż tak źle.",negative,5.0
"Nie jest to produkcja na wskroś zła, jak chcą ją widzieć niektórzy. Owszem, są braki fabularne, jest często drewniana gra aktorska. Jednak coś czuję, że produkcja Ayera znajdzie wielu oddanych fanów.",negative,5.0
"Wydaje się być bowiem taki jak jego ścieżka dźwiękowa. Może i jest efektowny, może i nawet przyjemnie się go słucha, ale dużo bardziej przypomina przypadkowy zbiór hitów rodem ze składanki Bravo Hits, poskładany przypadkowo i bez namysłu, aniżeli pierwszorzędny krążek, który chce się słuchać i słuchać.",negative,5.0
"Filmowa wartość dzieła Davida Ayera zamyka się niestety w kunsztownie przyszykowanych zwiastunach, a cały ""Legion samobójców"" przypomina bardziej hordę rozczarowujących indywiduów rzuconych w wir scenariuszowego chaosu.",negative,5.0
Bez brawurowej Margot Robbie byłoby kiepsko.,negative,5.0
"I choć większość widzów wyjdzie z kina z wrażeniem, że zamiast jajka-niespodzianki dostali krzykliwie kolorową, lecz pustą w środku pisankę wielkanocną, to i tak film na siebie zarobi.",negative,5.0
"Nie jest niczym więcej niż miłą rozrywką w środku upalnego lata. Przeżujecie go szybciej niż nieźle przygotowany popcorn. Ani za słony, ani za słodki.",negative,5.0
"Sprawia wrażenie dzieła, którego większość budżetu poszła na kampanię reklamową, a nie sam film.",negative,5.0
Krótko mówiąc rozczarowanie. Nie na taki film czekaliśmy.,negative,5.0
